ID,east,north,longitude,latitude
119292,146000,312000,-8.82527346416473,54.0544119314423
119293,146000,313000,-8.82545147442496,54.0633949137771
119294,146000,314000,-8.82562958178569,54.0723778822095
119295,146000,315000,-8.82580778631849,54.0813608367406
119296,146000,316000,-8.82598608809504,54.0903437773715
119297,146000,317000,-8.82616448718706,54.0993267041035
119298,146000,318000,-8.82634298366635,54.1083096169377
119299,146000,319000,-8.82652157760478,54.1172925158752
119300,146000,320000,-8.82670026907432,54.1262754009172
119301,146000,321000,-8.82687905814696,54.1352582720647
119302,146000,322000,-8.8270579448948,54.144241129319
119303,146000,323000,-8.82723692939002,54.1532239726811
119304,146000,324000,-8.82741601170484,54.1622068021523
119305,146000,325000,-8.82759519191156,54.1711896177336
119306,146000,326000,-8.82777447008258,54.1801724194263
119307,146000,327000,-8.82795384629035,54.1891552072315
119308,146000,328000,-8.8281333206074,54.1981379811502
119309,146000,329000,-8.82831289310632,54.2071207411837
119310,146000,330000,-8.82849256385978,54.2161034873332
119311,146000,331000,-8.82867233294055,54.2250862195997
119312,146000,332000,-8.82885220042142,54.2340689379845
119313,146000,333000,-8.82903216637531,54.2430516424886
119314,146000,334000,-8.82921223087518,54.2520343331133
119017,146000,37000,-8.77977112477324,51.5835604650761
119018,146000,38000,-8.77992491745583,51.5925473100244
119019,146000,39000,-8.78007878999532,51.601534140798
119020,146000,40000,-8.78023274244652,51.6105209573977
119021,146000,41000,-8.78038677486429,51.6195077598243
119022,146000,42000,-8.78054088730353,51.6284945480787
119023,146000,43000,-8.78069507981921,51.6374813221618
119024,146000,44000,-8.78084935246634,51.6464680820743
119025,146000,45000,-8.78100370529999,51.6554548278171
119026,146000,46000,-8.78115813837528,51.6644415593912
119027,146000,47000,-8.78131265174738,51.6734282767972
119028,146000,48000,-8.78146724547151,51.6824149800361
119029,146000,49000,-8.78162191960294,51.6914016691087
119030,146000,50000,-8.781776674197,51.7003883440159
119031,146000,51000,-8.78193150930908,51.7093750047585
119032,146000,52000,-8.78208642499459,51.7183616513374
