County,Id
Antrim,1
Armagh,2
Carlow,3
Cavan,4
Clare,5
Cork,6
Derry,7
Donegal,8
Down,9
Dublin,10
Fermanagh,11
Galway,12
Kerry,13
Kildare,14
Kilkenny,15
Laois,16
Leitrim,17
Limerick,18
Longford,19
Louth,20
Mayo,21
Meath,22
Monaghan,23
Offaly,24
Roscommon,25
Sligo,26
Tipperary,27
Tyrone,28
Waterford,29
Westmeath,30
Wexford,31
Wicklow,32
