hectad,longitude,latitude,County,Id
T27,-6.222847767,52.76807061,Wexford,31
T28,-6.219179158,52.85788526,Wicklow,32
T29,-6.215490995,52.94769836,Wicklow,32
T38,-6.070804604,52.85556617,Wicklow,32
T39,-6.066809665,52.94537175,Wicklow,32
V26,-10.60807669,51.76393269,Kerry,13
V29,-10.62372694,52.03326749,Kerry,13
V36,-10.46337242,51.76705546,Kerry,13
V37,-10.46827475,51.8568455,Kerry,13
V39,-10.47815644,52.03642045,Kerry,13
V44,-10.30948459,51.59039621,Cork,6
V45,-10.31405175,51.68019905,Kerry,13
V46,-10.31864271,51.77000022,Kerry,13
V47,-10.32325762,51.85979971,Kerry,13
V48,-10.32789664,51.94959753,Kerry,13
V49,-10.33255996,52.03939368,Kerry,13
V54,-10.16530164,51.59314521,Cork,6
V55,-10.16958418,51.68295686,Kerry,13
V56,-10.17388904,51.77276688,Kerry,13
V57,-10.17821637,51.86257526,Kerry,13
V58,-10.18256631,51.952382,Kerry,13
V59,-10.18693903,52.0421871,Kerry,13
V64,-10.02109653,51.59571719,Cork,6
V65,-10.02509431,51.68553709,Cork,6
V66,-10.02911291,51.77535538,Kerry,13
V67,-10.0331525,51.86517207,Kerry,13
V68,-10.0372132,51.95498716,Kerry,13
V69,-10.04129516,52.04480064,Kerry,13
V72,-9.86950252,51.41845221,Cork,6
V73,-9.873177085,51.50828293,Cork,6
V74,-9.876870734,51.59811208,Cork,6
V75,-9.880583599,51.68793966,Cork,6
V76,-9.884315813,51.77776567,Kerry,13
V77,-9.888067508,51.8675901,Kerry,13
V78,-9.891838819,51.95741296,Kerry,13
V79,-9.895629883,52.04723424,Kerry,13
V82,-9.725823191,51.42065582,Cork,6
V83,-9.729215647,51.5104936,Cork,6
V84,-9.732625724,51.60032984,Cork,6
V85,-9.736053544,51.69016453,Cork,6
V86,-9.739499229,51.77999768,Kerry,13
V87,-9.742962903,51.86982928,Kerry,13
V88,-9.746444689,51.95965933,Kerry,13
V89,-9.749944714,52.04948784,Kerry,13
V92,-9.582126361,51.42268337,Cork,6
V93,-9.585236588,51.51252764,Cork,6
V94,-9.588362972,51.6023704,Cork,6
V95,-9.591505625,51.69221164,Cork,6
V96,-9.594664658,51.78205135,Kerry,13
V97,-9.597840185,51.87188955,Kerry,13
V98,-9.601032321,51.96172623,Kerry,13
V99,-9.604241179,52.05156139,Kerry,13
W02,-9.438413483,51.4245348,Cork,6
W03,-9.441241371,51.51438501,Cork,6
W04,-9.444083951,51.60423372,Cork,6
W05,-9.446941324,51.69408093,Cork,6
W06,-9.449813593,51.78392665,Cork,6
W07,-9.45270086,51.87377087,Kerry,13
W08,-9.455603229,51.9636136,Kerry,13
W09,-9.458520805,52.05345483,Kerry,13
W12,-9.294686014,51.42621008,Cork,6
W13,-9.297231462,51.51606565,Cork,6
W14,-9.299790137,51.60591975,Cork,6
W15,-9.302362129,51.69577237,Cork,6
W16,-9.30494753,51.78562352,Cork,6
W17,-9.307546433,51.8754732,Kerry,13
W18,-9.31015893,51.96532139,Kerry,13
W19,-9.312785118,52.05516812,Kerry,13
W23,-9.153208328,51.51756954,Cork,6
W24,-9.155483006,51.60742846,Cork,6
W25,-9.157769525,51.69728592,Cork,6
W26,-9.160067965,51.78714193,Cork,6
W27,-9.16237841,51.87699648,Cork,6
W28,-9.164700942,51.96684958,Cork,6
W29,-9.167035646,52.05670122,Cork,6
W33,-9.009173434,51.51889663,Cork,6
W34,-9.011164035,51.6087598,Cork,6
W35,-9.013164999,51.69862154,Cork,6
W36,-9.015176397,51.78848183,Cork,6
W37,-9.0171983,51.87834069,Cork,6
W38,-9.019230783,51.96819811,Cork,6
W39,-9.021273918,52.05805409,Cork,6
W43,-8.865128248,51.52004689,Cork,6
W44,-8.866834701,51.60991375,Cork,6
W45,-8.868550039,51.69977919,Cork,6
W46,-8.870274322,51.7896432,Cork,6
W47,-8.872007612,51.87950579,Cork,6
W48,-8.873749972,51.96936696,Cork,6
W49,-8.875501464,52.05922671,Cork,6
W53,-8.721074239,51.52102029,Cork,6
W54,-8.722496484,51.61089028,Cork,6
W55,-8.723926134,51.70075885,Cork,6
W56,-8.72536324,51.79062601,Cork,6
W57,-8.726807854,51.88049176,Cork,6
W58,-8.728260027,51.9703561,Cork,6
W59,-8.729719813,52.06021903,Cork,6
W64,-8.578150862,51.61168936,Cork,6
W65,-8.579294773,51.70156049,Cork,6
W66,-8.580444651,51.79143023,Cork,6
W67,-8.581600536,51.88129856,Cork,6
W68,-8.582762471,51.9711655,Cork,6
W69,-8.583930498,52.06103103,Cork,6
W74,-8.433799314,51.61231098,Cork,6
W75,-8.434657446,51.70218411,Cork,6
W76,-8.435520054,51.79205585,Cork,6
W77,-8.43638717,51.88192619,Cork,6
W78,-8.437258824,51.97179514,Cork,6
W79,-8.438135048,52.06166271,Cork,6
W86,-8.29059095,51.79250284,Cork,6
W87,-8.291169264,51.88237462,Cork,6
W88,-8.291750606,51.97224502,Cork,6
W89,-8.292334997,52.06211403,Cork,6
W96,-8.145658839,51.79277121,Cork,6
W97,-8.145948332,51.88264385,Cork,6
W98,-8.14623934,51.97251512,Cork,6
W99,-8.146531876,52.062385,Cork,6
X06,-8.000725223,51.79286093,Cork,6
X07,-8.000725883,51.88273387,Cork,6
X08,-8.000726548,51.97260542,Cork,6
X09,-8.000727217,52.0624756,Waterford,29
X17,-7.855503429,51.88264467,Cork,6
X18,-7.85521375,51.97251594,Waterford,29
X19,-7.854922554,52.06238583,Waterford,29
X27,-7.710282482,51.88237626,Waterford,29
X28,-7.709702469,51.97224667,Waterford,29
X29,-7.709119418,52.06211569,Waterford,29
X38,-7.564194227,51.97179762,Waterford,29
X39,-7.563319342,52.06166519,Waterford,29
X49,-7.417523859,52.06103435,Waterford,29
X59,-7.271734499,52.06022317,Waterford,29
X69,-7.125952794,52.05923168,Waterford,29
X79,-6.980180276,52.05805989,Wexford,31
X99,-6.688668918,52.05517558,Wexford,31
