hectad,country,east,north,longitude,latitude
NT84,EN,380000,640000,-2.31939106075619,55.653115388905
NT85,EN,380000,650000,-2.32012512067584,55.7429651974783
NT86,EN,380000,660000,-2.32086334947855,55.8328136769135
NT87,EN,380000,670000,-2.32160577966835,55.9226608288508
NT90,EN,390000,600000,-2.15902201135702,55.2940097032507
NT91,EN,390000,610000,-2.15938291781826,55.3838658688958
NT92,EN,390000,620000,-2.15974585690066,55.4737207036108
NT93,EN,390000,630000,-2.1601108442787,55.5635742090231
NT94,EN,390000,640000,-2.16047789579126,55.6534263867729
NT95,EN,390000,650000,-2.16084702744376,55.7432772385133
NT96,EN,390000,660000,-2.16121825541039,55.83312676591
NU00,EN,400000,600000,-2.00154613400776,55.2941135483181
NU01,EN,400000,610000,-2.00155022872416,55.3839700605326
NU02,EN,400000,620000,-2.00155434629782,55.4738252433886
NU03,EN,400000,630000,-2.00155848690519,55.5636790985259
NU04,EN,400000,640000,-2.00156265072455,55.6535316275973
NU05,EN,400000,650000,-2.00156683793608,55.7433828322687
NU10,EN,410000,600000,-1.84407023398639,55.2940143632143
NU11,EN,410000,610000,-1.84371751678333,55.3838705441808
NU12,EN,410000,620000,-1.84336281267179,55.4737253942874
NU13,EN,410000,630000,-1.84300610633018,55.5635789151618
NU14,EN,410000,640000,-1.84264738227617,55.6534311084449
NU20,EN,420000,600000,-1.68659630569479,55.2937121506641
NU21,EN,420000,610000,-1.68588679173488,55.3835673225847
NU22,EN,420000,620000,-1.68517328125938,55.473421159071
NU23,EN,420000,630000,-1.68445574345072,55.5632736617144
NW95,EN,190000,550000,-5.26871964737003,54.8007755843323
NW96,EN,190000,560000,-5.2759880161939,54.8904927647131
NW97,EN,190000,570000,-5.28329680336768,54.9802079584994
NX03,EN,200000,530000,-5.09966631298575,54.6253965113698
NX04,EN,200000,540000,-5.10651457369189,54.7151310769897
NX05,EN,200000,550000,-5.11340077456333,54.804863722077
NX06,EN,200000,560000,-5.12032520161398,54.8945944436565
NX07,EN,200000,570000,-5.12728814379248,54.98432323872
NX13,EN,210000,530000,-4.94499201402572,54.629260435598
NX14,EN,210000,540000,-4.95149981393033,54.7190077740298
NX15,EN,210000,550000,-4.95804367607454,54.8087532482446
NX16,EN,210000,560000,-4.96462387240956,54.8984968557056
NX17,EN,210000,570000,-4.97124067767824,54.9882385938472
NX24,EN,220000,540000,-4.79644899239672,54.7226864082345
NX25,EN,220000,550000,-4.80265024386829,54.8124440583998
NX26,EN,220000,560000,-4.80888593475078,54.9021998956985
NX27,EN,220000,570000,-4.81515632554553,54.9919539179855
NX33,EN,230000,530000,-4.63553790505941,54.6363959487642
NX34,EN,230000,540000,-4.64136398974962,54.7261668811456
NX35,EN,230000,550000,-4.64722237270069,54.8159360534007
NX36,EN,230000,560000,-4.65311329763488,54.9057034638031
NX37,EN,230000,570000,-4.65903701077825,54.9954691106061
NX38,EN,230000,580000,-4.66499376089266,55.0852329920421
NX43,EN,240000,530000,-4.48076183104059,54.6396673473699
NX44,EN,240000,540000,-4.48624668926207,54.7294490995712
NX45,EN,240000,550000,-4.4917619599756,54.8192291394083
NX46,EN,240000,560000,-4.49730787274076,54.9090074655272
NX47,EN,240000,570000,-4.50288465947628,54.9987840765569
NX48,EN,240000,580000,-4.50849255449018,55.0885589711097
NX49,EN,240000,590000,-4.51413179451044,55.1783321477808
NX54,EN,250000,540000,-4.33109897667915,54.7325329755945
NX55,EN,250000,550000,-4.3362709056005,54.8223232278952
NX56,EN,250000,560000,-4.34147157428296,54.9121118117264
NX57,EN,250000,570000,-4.34670120030769,55.0018987260711
NX58,EN,250000,580000,-4.35196000349824,55.0916839698985
NX59,EN,250000,590000,-4.35724820594929,55.1814675421646
NX64,EN,260000,540000,-4.17592274007524,54.7354184265822
NX65,EN,260000,550000,-4.18075111184189,54.8252182356536
NX66,EN,260000,560000,-4.18560631886514,54.9150164186135
NX67,EN,260000,570000,-4.19048856436033,55.0048129747758
NX68,EN,260000,580000,-4.19539805363771,55.0946079034443
NX69,EN,260000,590000,-4.20033499412944,55.1844012039128
NX74,EN,270000,540000,-4.02071986971065,54.738105375192
NX75,EN,270000,550000,-4.02520448318009,54.8279140848037
NX76,EN,270000,560000,-4.02971402533325,54.9177212077655
NX77,EN,270000,570000,-4.03424868499307,55.0075267437
NX78,EN,270000,580000,-4.03880865292968,55.0973306922226
NX79,EN,270000,590000,-4.04339412188535,55.1871330529422
NX84,EN,280000,540000,-3.86549225788795,54.74059374938
NX85,EN,280000,550000,-3.8696329261638,54.8304107028004
NX86,EN,280000,560000,-3.873796614628,54.9202261061317
NX87,EN,280000,570000,-3.87798349768649,55.0100399592821
NX88,EN,280000,580000,-3.88219375154425,55.0998522621563
NX89,EN,280000,590000,-3.8864275542283,55.1896630146546
NX90,EN,290000,500000,-3.6952635534316,54.3835701544687
NX91,EN,290000,510000,-3.6989772315982,54.4734007619717
NX92,EN,290000,520000,-3.70271139590822,54.5632298523463
NX93,EN,290000,530000,-3.70646619993181,54.6530574257668
NX95,EN,290000,550000,-3.71403834926412,54.8327080224405
NX96,EN,290000,560000,-3.71785600963717,54.9225310460399
NX97,EN,290000,570000,-3.72169493989324,55.0123525533769
NX98,EN,290000,580000,-3.72555530164899,55.102172544622
NX99,EN,290000,590000,-3.72943725819275,55.1919910199443
NY00,EN,300000,500000,-3.54135041275676,54.3856337716724
NY01,EN,300000,510000,-3.54472732068028,54.4754711875423
NY02,EN,300000,520000,-3.5481228592373,54.5653071160904
NY03,EN,300000,530000,-3.55153716811427,54.6551415577224
NY04,EN,300000,540000,-3.55497038842489,54.7449745128455
NY05,EN,300000,550000,-3.55842266272827,54.834805981869
NY06,EN,300000,560000,-3.56189413504742,54.9246359652037
NY07,EN,300000,570000,-3.56538495088791,55.0144644632619
NY08,EN,300000,580000,-3.5688952572569,55.1042914764573
NY09,EN,300000,590000,-3.57242520268248,55.1941170052046
NY10,EN,310000,500000,-3.38741877996668,54.3875012335432
NY11,EN,310000,510000,-3.39045877937296,54.4773448111973
NY12,EN,310000,520000,-3.39351555249352,54.5671869285118
NY13,EN,310000,530000,-3.39658922511318,54.6570275861013
NY14,EN,310000,540000,-3.39967992430226,54.7468667845846
NY15,EN,310000,550000,-3.40278777843291,54.8367045245844
NY16,EN,310000,560000,-3.40591291719574,54.9265408067273
NY17,EN,310000,570000,-3.40905547161667,55.0163756316435
NY18,EN,310000,580000,-3.41221557407408,55.1062089999666
NY19,EN,310000,590000,-3.41539335831619,55.1960409123338
NY20,EN,320000,500000,-3.23347049819605,54.3891724906733
NY21,EN,320000,510000,-3.23617346457226,54.4790215831889
NY22,EN,320000,520000,-3.2388913464742,54.5688692395188
NY23,EN,320000,530000,-3.24162425576895,54.6587154604651
NY24,EN,320000,540000,-3.2443723054671,54.7485602468358
NY25,EN,320000,550000,-3.2471356097372,54.8384035994448
NY26,EN,320000,560000,-3.24991428392061,54.9282455191118
NY27,EN,320000,570000,-3.25270844454649,55.0180860066621
NY28,EN,320000,580000,-3.25551820934704,55.1079250629264
NY29,EN,320000,590000,-3.25834369727295,55.1977626887411
NY30,EN,330000,500000,-3.07950741183299,54.3906474988374
NY31,EN,330000,510000,-3.08187323444349,54.480501458987
NY32,EN,330000,520000,-3.08425211326206,54.570354004274
NY33,EN,330000,530000,-3.08664414622377,54.6602051356657
NY34,EN,330000,540000,-3.08904943226485,54.7500548541376
NY35,EN,330000,550000,-3.09146807133552,54.8399031606721
NY36,EN,330000,560000,-3.09390016441288,54.9297500562596
NY37,EN,330000,570000,-3.09634581351409,55.0195955418974
NY38,EN,330000,580000,-3.09880512170967,55.1094396185906
NY39,EN,330000,590000,-3.1012781931371,55.199282287351
NY40,EN,340000,500000,-2.92553136638055,54.3919262189967
NY41,EN,340000,510000,-2.92755994828098,54.4817843992839
NY42,EN,340000,520000,-2.92959972608323,54.5716411831979
NY43,EN,340000,530000,-2.93165078377773,54.6614965718498
NY44,EN,340000,540000,-2.93371320621368,54.7513505663597
NY45,EN,340000,550000,-2.93578707910999,54.8412031678566
NY46,EN,340000,560000,-2.93787248906637,54.9310543774786
NY47,EN,340000,570000,-2.9399695235746,55.0209041963727
NY48,EN,340000,580000,-2.94207827103003,55.1107526256945
NY49,EN,340000,590000,-2.94419882074312,55.2005996666087
NY50,EN,350000,500000,-2.771544208318,54.3930086173022
NY51,EN,350000,510000,-2.77323546636767,54.4828703699974
NY52,EN,350000,520000,-2.77493605916494,54.5727307419732
NY53,EN,350000,530000,-2.77664605674484,54.6625897344621
NY54,EN,350000,540000,-2.77836552985859,54.7524473487069
NY55,EN,350000,550000,-2.78009454998269,54.8423035859607
NY56,EN,350000,560000,-2.78183318932818,54.9321584474867
NY57,EN,350000,570000,-2.78358152085005,55.0220119345584
NY58,EN,350000,580000,-2.78533961825679,55.1118640484595
NY59,EN,350000,590000,-2.78710755602008,55.2017147904833
NY60,EN,360000,500000,-2.61754778496193,54.3938946650983
NY61,EN,360000,510000,-2.61890164983444,54.4837593422744
NY62,EN,360000,520000,-2.62026298759315,54.5736226515472
NY63,EN,360000,530000,-2.62163185430875,54.6634845942487
NY64,EN,360000,540000,-2.62300830662533,54.7533451717222
NY65,EN,360000,550000,-2.62439240176773,54.8432043853221
NY66,EN,360000,560000,-2.62578419754891,54.9330622364145
NY67,EN,360000,570000,-2.62718375237752,55.0229187263762
NY68,EN,360000,580000,-2.62859112526551,55.1127738565955
NY69,EN,360000,590000,-2.63000637583594,55.2026276284716
NY70,EN,370000,500000,-2.46354394432724,54.3945843389251
NY71,EN,370000,510000,-2.4645603605193,54.4844512924935
NY72,EN,370000,520000,-2.46558238716996,54.5743168881353
NY73,EN,370000,530000,-2.46661006637835,54.6641811272602
NY74,EN,370000,540000,-2.46764344067415,54.7540440112895
NY75,EN,370000,550000,-2.46868255302311,54.843905541657
NY76,EN,370000,560000,-2.4697274468326,54.9337657198083
NY77,EN,370000,570000,-2.47077816595726,55.023624547201
NY78,EN,370000,580000,-2.47183475470477,55.1134820253047
NY79,EN,370000,590000,-2.47289725784163,55.2033381556012
NY80,EN,380000,500000,-2.30953453498792,54.3950776205208
NY81,EN,380000,510000,-2.31021346082644,54.4849462022667
NY82,EN,380000,520000,-2.31089613427082,54.5748134332226
NY83,EN,380000,530000,-2.31158258344321,54.6646793148532
NY84,EN,380000,540000,-2.3122728367534,54.7545438486363
NY85,EN,380000,550000,-2.31296692290249,54.8444070360618
NY86,EN,380000,560000,-2.31366487088658,54.9342688786325
NY87,EN,380000,570000,-2.31436671000058,55.0241293778639
NY88,EN,380000,580000,-2.31507246984204,55.1139885352837
NY89,EN,380000,590000,-2.31578218031503,55.2038463524326
NY90,EN,390000,500000,-2.15552140593779,54.3953744968231
NY91,EN,390000,510000,-2.15586281358522,54.4852440584418
NY92,EN,390000,520000,-2.15620610570174,54.5751122735658
NY93,EN,390000,530000,-2.15655129642893,54.664979143693
NY94,EN,390000,540000,-2.15689840005303,54.7548446703348
NY95,EN,390000,550000,-2.15724743100674,54.8447088550153
NY96,EN,390000,560000,-2.15759840387114,54.9345716992716
NY97,EN,390000,570000,-2.15795133337758,55.0244332046539
NY98,EN,390000,580000,-2.15830623440957,55.114293372725
NY99,EN,390000,590000,-2.15866312200478,55.2041522050611
NZ00,EN,400000,500000,-2.0015064064511,54.3954749599705
NZ01,EN,400000,510000,-2.00151028190897,54.4853448531033
NZ02,EN,400000,520000,-2.00151417855634,54.5752134011946
NZ03,EN,400000,530000,-2.0015180965524,54.6650806057539
NZ04,EN,400000,540000,-2.00152203605797,54.7549464683037
NZ05,EN,400000,550000,-2.00152599723554,54.8448109903798
NZ06,EN,400000,560000,-2.00152998024923,54.934674173531
NZ07,EN,400000,570000,-2.00153398526488,55.024536019319
NZ08,EN,400000,580000,-2.00153801245004,55.1143965293187
NZ09,EN,400000,590000,-2.00154206197399,55.2042557051181
NZ10,EN,410000,500000,-1.84749138594317,54.3953790073031
NZ11,EN,410000,510000,-1.84715772905388,54.4852485835727
NZ12,EN,410000,520000,-1.84682223007288,54.5751168134122
NZ13,EN,410000,530000,-1.84648487517697,54.6649836983203
NZ14,EN,410000,540000,-1.84614565040154,54.7548492398087
NZ15,EN,410000,550000,-1.8458045416388,54.8447134394021
NZ16,EN,410000,560000,-1.84546153463594,54.9345762986381
NZ17,EN,410000,570000,-1.84511661499325,55.0244378190673
NZ18,EN,410000,580000,-1.84476976816229,55.1142980022533
NZ19,EN,410000,590000,-1.84442097944392,55.2041568497725
NZ20,EN,420000,500000,-1.69347819383088,54.395086641363
NZ21,EN,420000,510000,-1.69280701827771,54.4849552524097
NZ22,EN,420000,520000,-1.69213213749125,54.5748225127959
NZ23,EN,420000,530000,-1.69145352366766,54.6646884239875
NZ24,EN,420000,540000,-1.6907711487187,54.7545529874629
NZ25,EN,420000,550000,-1.69008498426814,54.8444162047133
NZ26,EN,420000,560000,-1.68939500164808,54.9342780772425
NZ27,EN,420000,570000,-1.68870117189518,55.0241386065669
NZ28,EN,420000,580000,-1.68800346574689,55.1139977942155
NZ29,EN,420000,590000,-1.68730185363762,55.2038556417299
NZ30,EN,430000,500000,-1.53946867939326,54.3945978698934
NZ31,EN,430000,510000,-1.53846001269865,54.484464867411
NZ32,EN,430000,520000,-1.53744577790996,54.5743305071964
NZ33,EN,430000,530000,-1.53642593324628,54.6641947906604
NZ34,EN,430000,540000,-1.5354004364994,54.7540577192263
NZ35,EN,430000,550000,-1.5343692450283,54.843919294329
NZ36,EN,430000,560000,-1.53333231575372,54.9337795174158
NZ37,EN,430000,570000,-1.53228960515249,55.0236383899459
NZ38,EN,430000,580000,-1.53124106925181,55.1134959133907
NZ39,EN,430000,590000,-1.53018666362354,55.2033520892332
NZ40,EN,440000,500000,-1.38546469163205,54.3939127058389
NZ41,EN,440000,510000,-1.38411857515405,54.4837774416103
NZ42,EN,440000,520000,-1.38276502814314,54.5736408097372
NZ43,EN,440000,530000,-1.38140399484669,54.6635028115538
NZ44,EN,440000,540000,-1.38003541894193,54.7533634484053
NZ45,EN,440000,550000,-1.37865924352862,54.8432227216483
NZ46,EN,440000,560000,-1.37727541112174,54.9330806326507
NZ50,EN,450000,500000,-1.23146807913235,54.3930311673433
NZ51,EN,450000,510000,-1.22978456805938,54.4828929932765
NZ52,EN,450000,520000,-1.22809176457765,54.5727534388138
NZ53,EN,450000,530000,-1.22638959896999,54.6626125051904
NZ60,EN,460000,500000,-1.07748068992332,54.3919532777488
NZ61,EN,460000,510000,-1.07545985326709,54.4818115459126
NZ62,EN,460000,520000,-1.0734278630302,54.5716684180915
NZ70,EN,470000,500000,-0.923504371339014,54.3906790655931
NZ71,EN,470000,510000,-0.921146291925722,54.4805331282531
NZ72,EN,470000,520000,-0.918775198604651,54.5703857765032
NZ80,EN,480000,500000,-0.769540969879292,54.3892085646075
NZ81,EN,480000,510000,-0.766845744339073,54.4790577742615
NZ90,EN,490000,500000,-0.615592331070962,54.3875418137129
NZ91,EN,490000,510000,-0.612560069825551,54.4773855231271
SD08,EN,300000,480000,-3.53465193709378,54.2059544763562
SD09,EN,300000,490000,-3.5379919971897,54.2957948680774
SD16,EN,310000,460000,-3.37542404788405,54.0281123073848
SD17,EN,310000,470000,-3.37839818513077,54.1179617324591
SD18,EN,310000,480000,-3.38138860548862,54.207809694778
SD19,EN,310000,490000,-3.38439542975922,54.2976561949388
SD20,EN,320000,400000,-3.20723736708727,53.4906024033139
SD21,EN,320000,410000,-3.20979708931698,53.5804659004162
SD26,EN,320000,460000,-3.22280558983034,54.0297617429267
SD27,EN,320000,470000,-3.22544999040293,54.1196165880831
SD28,EN,320000,480000,-3.22810887018383,54.2094699939071
SD29,EN,320000,490000,-3.23078233660757,54.299321961176
SD30,EN,330000,400000,-3.05654642274419,53.4920298726635
SD31,EN,330000,410000,-3.05878685817593,53.5818980329151
SD32,EN,330000,420000,-3.06103942286026,53.6717647690668
SD33,EN,330000,430000,-3.06330420538066,53.7616300820052
SD34,EN,330000,440000,-3.06558129520435,53.8514939726254
SD35,EN,330000,450000,-3.06787078269327,53.941356441831
SD37,EN,330000,470000,-3.07248731665526,54.1210771196537
SD38,EN,330000,480000,-3.07481454842694,54.2109353301188
SD39,EN,330000,490000,-3.07715454848418,54.3007921228654
SD40,EN,340000,400000,-2.90584343701251,53.4932673778059
SD41,EN,340000,410000,-2.90776449793751,53.5831395808849
SD42,EN,340000,420000,-2.9096959598005,53.6730103769945
SD43,EN,340000,430000,-2.91163789857085,53.7628797671515
SD44,EN,340000,440000,-2.91359039097594,53.8527477523821
SD45,EN,340000,450000,-2.91555351451058,53.9426143337224
SD46,EN,340000,460000,-2.91752734744655,54.0324795122179
SD47,EN,340000,470000,-2.91951196884229,54.1223432889237
SD48,EN,340000,480000,-2.92150745855279,54.2122056649046
SD49,EN,340000,490000,-2.9235138972395,54.3020666412345
SD50,EN,350000,400000,-2.75513012569659,53.4943148871074
SD51,EN,350000,410000,-2.75673173689574,53.5841905124795
SD52,EN,350000,420000,-2.75834201996955,53.6740647453853
SD53,EN,350000,430000,-2.75996103826403,53.7639375869515
SD54,EN,350000,440000,-2.76158885575729,53.8538090383156
SD55,EN,350000,450000,-2.76322553706746,53.9436791006258
SD56,EN,350000,460000,-2.76487114746058,54.0335477750411
SD57,EN,350000,470000,-2.76652575285874,54.1234150627308
SD58,EN,350000,480000,-2.76818941984826,54.2132809648754
SD59,EN,350000,490000,-2.76986221568804,54.3031454826654
SD60,EN,360000,400000,-2.6044082053404,53.4951723737879
SD61,EN,360000,410000,-2.60569030409334,53.5850508007389
SD62,EN,360000,420000,-2.60697934503325,53.6749278470975
SD63,EN,360000,430000,-2.60827537887501,53.7648035140807
SD64,EN,360000,440000,-2.60957845683966,53.8546778029166
SD65,EN,360000,450000,-2.61088863066063,53.9445507148456
SD66,EN,360000,460000,-2.61220595259018,54.0344222511192
SD67,EN,360000,470000,-2.6135304754058,54.1242924130007
SD68,EN,360000,480000,-2.61486225241684,54.2141612017649
SD69,EN,360000,490000,-2.61620133747117,54.3040286186982
SD70,EN,370000,400000,-2.45367939310462,53.4958398159231
SD71,EN,370000,410000,-2.45464192919739,53.5857204235917
SD72,EN,370000,420000,-2.4556096772895,53.6755996599113
SD73,EN,370000,430000,-2.45658267545856,53.765477526169
SD74,EN,370000,440000,-2.45756096216219,53.8553540236639
SD75,EN,370000,450000,-2.4585445762428,53.9452291537076
SD76,EN,370000,460000,-2.45953355693234,54.035102917624
SD77,EN,370000,470000,-2.46052794385717,54.1249753167493
SD78,EN,370000,480000,-2.46152777704298,54.2148463524321
SD79,EN,370000,490000,-2.46253309691983,54.3047160260331
SD80,EN,380000,400000,-2.30294540664374,53.4963171964464
SD81,EN,380000,410000,-2.30358834237487,53.5861993638568
SD82,EN,380000,420000,-2.30423475954234,53.6760801665301
SD83,EN,380000,430000,-2.30488468358181,53.7659596058032
SD84,EN,380000,440000,-2.30553814018281,53.8558376830261
SD85,EN,380000,450000,-2.30619515529191,53.9457143995616
SD86,EN,380000,460000,-2.30685575511589,54.0355897567852
SD87,EN,380000,470000,-2.30751996612504,54.1254637560853
SD88,EN,380000,480000,-2.30818781505639,54.2153363988632
SD89,EN,380000,490000,-2.30885932891712,54.3052076865328
SD90,EN,390000,400000,-2.15220796398302,53.4966045031508
SD91,EN,390000,410000,-2.15253127416812,53.5864876092452
SD92,EN,390000,420000,-2.1528563349758,53.6763693545818
SD93,EN,390000,430000,-2.15318315919666,53.7662497405278
SD94,EN,390000,440000,-2.15351175974898,53.8561287684637
SD95,EN,390000,450000,-2.15384214968029,53.9460064397829
SD96,EN,390000,460000,-2.15417434216898,54.0358827558922
SD97,EN,390000,470000,-2.15450835052594,54.1257577182115
SD98,EN,390000,480000,-2.15484418819622,54.2156313281735
SD99,EN,390000,490000,-2.15518186876069,54.3055035872244
SE00,EN,400000,400000,-2.00146878339544,53.4967017286895
SE01,EN,400000,410000,-2.00147245537024,53.5865851523607
SE02,EN,400000,420000,-2.00147614702776,53.6764672166207
SE03,EN,400000,430000,-2.00147985851199,53.7663479228468
SE04,EN,400000,440000,-2.00148358996835,53.8562272724297
SE05,EN,400000,450000,-2.00148734154374,53.9461052667736
SE06,EN,400000,460000,-2.00149111338651,54.0359819072955
SE07,EN,400000,470000,-2.0014949056465,54.1258571954258
SE08,EN,400000,480000,-2.00149871847508,54.2157311326084
SE09,EN,400000,490000,-2.00150255202514,54.3056037202999
SE10,EN,410000,400000,-1.85072958327851,53.4966088705767
SE11,EN,410000,410000,-1.85041361690043,53.5864919907009
SE12,EN,410000,420000,-1.85009593926378,53.6763737501274
SE13,EN,410000,430000,-1.84977653786592,53.7662541502238
SE14,EN,410000,440000,-1.84945540007943,53.8561331923709
SE15,EN,410000,450000,-1.84913251315053,53.9460108779627
SE16,EN,410000,460000,-1.84880786419751,54.0358872084065
SE17,EN,410000,470000,-1.84848144020917,54.1257621851225
SE18,EN,410000,480000,-1.84815322804317,54.2156358095441
SE19,EN,410000,490000,-1.84782321442436,54.3055080831178
SE20,EN,420000,400000,-1.69999208203115,53.4963259311879
SE21,EN,420000,410000,-1.69935648967929,53.5862081266573
SE22,EN,420000,420000,-1.69871745525084,53.6760889575096
SE23,EN,420000,430000,-1.69807495359807,53.7659684250826
SE24,EN,420000,440000,-1.69742895932222,53.8558465307273
SE25,EN,420000,450000,-1.69677944677044,53.9457232758072
SE26,EN,420000,460000,-1.69612639003256,54.035598661699
SE27,EN,420000,470000,-1.69546976293795,54.1254726897919
SE28,EN,420000,480000,-1.69480953905218,54.2153453614881
SE29,EN,420000,490000,-1.69414569167379,54.3052166782026
SE30,EN,430000,400000,-1.54925799793054,53.4958529177597
SE31,EN,430000,410000,-1.54830280450419,53.585733567515
SE32,EN,430000,420000,-1.54734243843115,53.6756128461014
SE33,EN,430000,430000,-1.54637686192167,53.765490754807
SE34,EN,430000,440000,-1.54540603680879,53.8553672949326
SE35,EN,430000,450000,-1.54442992454373,53.945242467791
SE36,EN,430000,460000,-1.54344848619108,54.0351162747077
SE37,EN,430000,470000,-1.54246168242403,54.1249887170202
SE38,EN,430000,480000,-1.5414694735194,54.2148597960785
SE39,EN,430000,490000,-1.54047181935275,54.3047295132448
SE40,EN,440000,400000,-1.39852904900895,53.4951898423891
SE41,EN,440000,410000,-1.39725429192456,53.5850683254521
SE42,EN,440000,420000,-1.39597263199593,53.6749454281629
SE43,EN,440000,430000,-1.39468401879588,53.7648211517398
SE44,EN,440000,440000,-1.39338840139395,53.8546954974132
SE45,EN,440000,450000,-1.39208572835019,53.9445684664249
SE46,EN,440000,460000,-1.39077594770877,54.0344400600286
SE47,EN,440000,470000,-1.38945900699159,54.1243102794893
SE48,EN,440000,480000,-1.3881348531917,54.2141791260839
SE49,EN,440000,490000,-1.38680343276672,54.3040466011005
SE50,EN,450000,400000,-1.24780695293068,53.4943367220322
SE51,EN,450000,410000,-1.2462126821173,53.5842124175389
SE52,EN,450000,420000,-1.24460977875923,53.6740867208792
SE53,EN,450000,430000,-1.24299817979801,53.763959633182
SE54,EN,450000,440000,-1.24137782154592,53.8538311555871
SE55,EN,450000,450000,-1.23974863967819,53.9437012892451
SE56,EN,450000,460000,-1.238110569225,54.033570035317
SE57,EN,450000,470000,-1.2364635445635,54.123437394975
SE58,EN,450000,480000,-1.23480749940962,54.2133033694015
SE59,EN,450000,490000,-1.23314236680975,54.3031679597897
SE60,EN,460000,400000,-1.09709342686902,53.4932935785033
SE61,EN,460000,410000,-1.09517970476227,53.5831658657358
SE62,EN,460000,420000,-1.0932556210319,53.6730367463586
SE63,EN,460000,430000,-1.09132109999591,53.7629062213911
SE64,EN,460000,440000,-1.08937606521712,53.8527742918626
SE65,EN,460000,450000,-1.08742043949384,53.9426409588116
SE66,EN,460000,460000,-1.08545414485036,54.0325062232867
SE67,EN,460000,470000,-1.08347710252724,54.1223700863458
SE68,EN,460000,480000,-1.08148923297155,54.2122325490563
SE69,EN,460000,490000,-1.07949045582689,54.3020936124952
SE70,EN,470000,400000,-0.946390187383312,53.4920604384724
SE71,EN,470000,410000,-0.944157088917761,53.5819286968919
SE72,EN,470000,420000,-0.94191190049556,53.6717955316309
SE73,EN,470000,430000,-0.939654533820372,53.7616609435794
SE74,EN,470000,440000,-0.937384899714962,53.8515249336358
SE75,EN,470000,450000,-0.93510290811026,53.9413875027067
SE76,EN,470000,460000,-0.932808468034263,54.0312486517072
SE77,EN,470000,470000,-0.930501487600773,54.1211083815606
SE78,EN,470000,480000,-0.928181873997953,54.2109666931984
SE79,EN,470000,490000,-0.925849533476732,54.3008235875601
SE80,EN,480000,400000,-0.79569895029615,53.4906373334633
SE81,EN,480000,410000,-0.793146562896225,53.5805009427426
SE82,EN,480000,420000,-0.790580358076713,53.670363108645
SE83,EN,480000,430000,-0.788000234937731,53.7602238319112
SE84,EN,480000,440000,-0.785406091572904,53.8500831132886
SE85,EN,480000,450000,-0.78279782505688,53.9399409535317
SE86,EN,480000,460000,-0.780175331432649,54.0297973534017
SE87,EN,480000,470000,-0.777538505698672,54.1196523136664
SE88,EN,480000,480000,-0.774887241795822,54.2095058351006
SE89,EN,480000,490000,-0.772221432594123,54.2993579184851
SE90,EN,490000,400000,-0.645021430570664,53.4890242998505
SE91,EN,490000,410000,-0.642149854140032,53.5788826399064
SE92,EN,490000,420000,-0.63926273382103,53.6687395142658
SE93,EN,490000,430000,-0.636359956122527,53.7585949235001
SE94,EN,490000,440000,-0.633441406421507,53.8484488681858
SE95,EN,490000,450000,-0.630506968949012,53.9383013489047
SE96,EN,490000,460000,-0.627556526775891,54.0281523662439
SE97,EN,490000,470000,-0.62458996179833,54.1180019207952
SE98,EN,490000,480000,-0.621607154723166,54.2078500131554
SE99,EN,490000,490000,-0.61860798505298,54.2976966439259
SH70,EN,270000,300000,-3.92010869730019,52.5822212376801
SH80,EN,280000,300000,-3.77259827851851,52.5845220328821
SH81,EN,280000,310000,-3.77623448002407,52.6743761671414
SH90,EN,290000,300000,-3.62506867623588,52.5866391430639
SH91,EN,290000,310000,-3.62840262997108,52.6765001287843
SH92,EN,290000,320000,-3.63175429964993,52.766359594076
SJ00,EN,300000,300000,-3.47752148296561,52.5885725159365
SJ01,EN,300000,310000,-3.48055306418585,52.6784397590704
SJ02,EN,300000,320000,-3.4836007563384,52.7683055074084
SJ03,EN,300000,330000,-3.48666467398972,52.8581697612868
SJ07,EN,300000,370000,-3.49908493024379,53.2176118390943
SJ08,EN,300000,380000,-3.50223173340963,53.3074686258806
SJ10,EN,310000,300000,-3.32995829241827,52.5903221037381
SJ11,EN,310000,310000,-3.33268738766158,52.6801950099257
SJ12,EN,310000,320000,-3.33543098772359,52.7700664445202
SJ13,EN,310000,330000,-3.33818919576518,52.85993640803
SJ16,EN,310000,360000,-3.34655251452074,53.1295374772299
SJ17,EN,310000,370000,-3.34937020636806,53.2194015616106
SJ18,EN,310000,380000,-3.3522030373166,53.3092641775418
SJ20,EN,320000,300000,-3.18238069939353,52.591887863239
SJ21,EN,320000,310000,-3.18480720649375,52.6817658378377
SJ22,EN,320000,320000,-3.18724661130632,52.7716423616135
SJ23,EN,320000,330000,-3.18969900557456,52.8615174352289
SJ24,EN,320000,340000,-3.1921644819355,52.9513910593541
SJ25,EN,320000,350000,-3.19464313393069,53.0412632346672
SJ26,EN,320000,360000,-3.19713505601716,53.1311339618539
SJ27,EN,320000,370000,-3.19964034357858,53.2210032416075
SJ28,EN,320000,380000,-3.20215909293655,53.3108710746287
SJ29,EN,320000,390000,-3.2046914013621,53.4007374616257
SJ30,EN,330000,300000,-3.03479029967198,52.5932697557449
SJ31,EN,330000,310000,-3.03691412777055,52.683152203859
SJ32,EN,330000,320000,-3.0390492455921,52.7730332194854
SJ33,EN,330000,330000,-3.04119573345175,52.8629128034229
