hectad,country,east,north,longitude,latitude
NT71,EN,370000,610000,-2.47504018867938,55.3830463787584
NT72,EN,370000,620000,-2.47612070826133,55.4728984746418
NT73,EN,370000,630000,-2.47720732600704,55.5627492287632
NT74,EN,370000,640000,-2.47830008906799,55.6525986426637
NT75,EN,370000,650000,-2.47939904509143,55.7424467178958
NT76,EN,370000,660000,-2.48050424222692,55.8322934560241
NT77,EN,370000,670000,-2.4816157291329,55.9221388586246
NT80,EN,380000,600000,-2.3164958716341,55.2937028308635
NT81,EN,380000,610000,-2.31721357432833,55.3835579721419
NT82,EN,380000,620000,-2.31793531924535,55.473411777846
NT83,EN,380000,630000,-2.31866113755553,55.563264249566
