east,north,ID,idx_east,idx_north
161000,43000,134023,134,23
162000,42000,135022,135,22
163000,41000,136021,136,21
162000,41000,135021,135,21
162000,40000,135020,135,20
163000,40000,136020,136,20
163000,39000,136019,136,19
162000,39000,135019,135,19
161000,41000,134021,134,21
161000,42000,134022,134,22
160000,42000,133022,133,22
160000,43000,133023,133,23
159000,43000,132023,132,23
158000,43000,131023,131,23
157000,43000,130023,130,23
157000,42000,130022,130,22
156000,42000,129022,129,22
155000,42000,128022,128,22
155000,43000,128023,128,23
154000,42000,127022,127,22
154000,43000,127023,127,23
153000,43000,126023,126,23
153000,44000,126024,126,24
153000,45000,126025,126,25
152000,43000,125023,125,23
152000,44000,125024,125,24
151000,44000,124024,124,24
151000,43000,124023,124,23
150000,43000,123023,123,23
149000,43000,122023,122,23
149000,44000,122024,122,24
148000,44000,121024,121,24
147000,43000,120023,120,23
148000,43000,121023,121,23
149000,42000,122022,122,22
150000,42000,123022,123,22
151000,42000,124022,124,22
152000,42000,125022,125,22
152000,41000,125021,125,21
151000,41000,124021,124,21
151000,40000,124020,124,20
152000,40000,125020,125,20
152000,39000,125019,125,19
153000,39000,126019,126,19
152000,38000,125018,125,18
151000,38000,124018,124,18
151000,37000,124017,124,17
151000,36000,124016,124,16
150000,36000,123016,123,16
150000,35000,123015,123,15
151000,35000,124015,124,15
149000,35000,122015,122,15
149000,36000,122016,122,16
148000,35000,121015,121,15
148000,36000,121016,121,16
147000,35000,120015,120,15
147000,36000,120016,120,16
147000,37000,120017,120,17
146000,37000,119017,119,17
146000,36000,119016,119,16
145000,37000,118017,118,17
144000,38000,117018,117,18
143000,38000,116018,116,18
142000,38000,115018,115,18
141000,38000,114018,114,18
141000,39000,114019,114,19
141000,40000,114020,114,20
140000,40000,113020,113,20
139000,40000,112020,112,20
139000,41000,112021,112,21
138000,41000,111021,111,21
139000,39000,112019,112,19
140000,39000,113019,113,19
140000,38000,113018,113,18
139000,38000,112018,112,18
138000,39000,111019,111,19
138000,38000,111018,111,18
139000,37000,112017,112,17
139000,36000,112016,112,16
138000,36000,111016,111,16
138000,35000,111015,111,15
138000,34000,111014,111,14
138000,33000,111013,111,13
137000,33000,110013,110,13
137000,32000,110012,110,12
136000,32000,109012,109,12
135000,32000,108012,108,12
135000,33000,108013,108,13
134000,32000,107012,107,12
134000,31000,107011,107,11
133000,31000,106011,106,11
133000,32000,106012,106,12
133000,33000,106013,106,13
133000,34000,106014,106,14
132000,34000,105014,105,14
131000,34000,104014,104,14
131000,35000,104015,104,15
130000,35000,103015,103,15
129000,35000,102015,102,15
129000,36000,102016,102,16
128000,37000,101017,101,17
128000,36000,101016,101,16
128000,35000,101015,101,15
129000,34000,102014,102,14
128000,34000,101014,101,14
127000,34000,100014,100,14
127000,33000,100013,100,13
126000,33000,99013,99,13
126000,34000,99014,99,14
125000,34000,98014,98,14
125000,33000,98013,98,13
124000,33000,97013,97,13
123000,33000,96013,96,13
123000,34000,96014,96,14
122000,34000,95014,95,14
122000,35000,95015,95,15
121000,35000,94015,94,15
121000,36000,94016,94,16
120000,36000,93016,93,16
120000,37000,93017,93,17
121000,34000,94014,94,14
120000,34000,93014,93,14
122000,33000,95013,95,13
122000,32000,95012,95,12
123000,32000,96012,96,12
121000,31000,94011,94,11
120000,30000,93010,93,10
120000,31000,93011,93,11
119000,31000,92011,92,11
119000,30000,92010,92,10
119000,29000,92009,92,9
118000,30000,91010,91,10
118000,29000,91009,91,9
119000,32000,92012,92,12
119000,33000,92013,92,13
118000,33000,91013,91,13
118000,32000,91012,91,12
118000,31000,91011,91,11
117000,30000,90010,90,10
117000,29000,90009,90,9
117000,28000,90008,90,8
116000,29000,89009,89,9
116000,28000,89008,89,8
115000,27000,88007,88,7
116000,27000,89007,89,7
116000,26000,89006,89,6
115000,26000,88006,88,6
114000,26000,87006,87,6
113000,26000,86006,86,6
114000,27000,87007,87,7
113000,27000,86007,86,7
112000,27000,85007,85,7
112000,26000,85006,85,6
111000,26000,84006,84,6
112000,28000,85008,85,8
111000,28000,84008,84,8
111000,27000,84007,84,7
110000,27000,83007,83,7
110000,28000,83008,83,8
109000,28000,82008,82,8
109000,27000,82007,82,7
109000,26000,82006,82,6
108000,26000,81006,81,6
108000,25000,81005,81,5
107000,25000,80005,80,5
106000,25000,79005,79,5
106000,24000,79004,79,4
105000,25000,78005,78,5
105000,24000,78004,78,4
104000,24000,77004,77,4
104000,25000,77005,77,5
103000,25000,76005,76,5
103000,26000,76006,76,6
104000,26000,77006,77,6
104000,27000,77007,77,7
105000,26000,78006,78,6
105000,27000,78007,78,7
106000,29000,79009,79,9
106000,30000,79010,79,10
107000,30000,80010,80,10
107000,31000,80011,80,11
108000,31000,81011,81,11
108000,32000,81012,81,12
108000,33000,81013,81,13
109000,33000,82013,82,13
110000,33000,83013,83,13
107000,33000,80013,80,13
107000,32000,80012,80,12
106000,31000,79011,79,11
106000,32000,79012,79,12
105000,31000,78011,78,11
105000,30000,78010,78,10
104000,30000,77010,77,10
104000,29000,77009,77,9
103000,29000,76009,76,9
103000,28000,76008,76,8
102000,28000,75008,75,8
101000,28000,74008,74,8
101000,29000,74009,74,9
102000,29000,75009,75,9
101000,30000,74010,74,10
1e+05,29000,73009,73,9
102000,30000,75010,75,10
102000,31000,75011,75,11
103000,32000,76012,76,12
103000,33000,76013,76,13
102000,33000,75013,75,13
102000,32000,75012,75,12
101000,32000,74012,74,12
101000,33000,74013,74,13
101000,34000,74014,74,14
1e+05,33000,73013,73,13
1e+05,34000,73014,73,14
99000,34000,72014,72,14
99000,35000,72015,72,15
99000,33000,72013,72,13
1e+05,32000,73012,73,12
99000,32000,72012,72,12
99000,31000,72011,72,11
98000,31000,71011,71,11
97000,31000,70011,70,11
96000,31000,69011,69,11
96000,30000,69010,69,10
95000,30000,68010,68,10
94000,30000,67010,67,10
93000,30000,66010,66,10
94000,31000,67011,67,11
93000,31000,66011,66,11
92000,31000,65011,65,11
93000,29000,66009,66,9
92000,29000,65009,65,9
91000,29000,64009,64,9
90000,29000,63009,63,9
89000,29000,62009,62,9
90000,30000,63010,63,10
89000,30000,62010,62,10
89000,28000,62008,62,8
88000,28000,61008,61,8
90000,28000,63008,63,8
88000,27000,61007,61,7
87000,27000,60007,60,7
86000,27000,59007,59,7
87000,28000,60008,60,8
86000,28000,59008,59,8
86000,29000,59009,59,9
86000,30000,59010,59,10
85000,30000,58010,58,10
85000,31000,58011,58,11
84000,30000,57010,57,10
84000,29000,57009,57,9
85000,29000,58009,58,9
84000,28000,57008,57,8
83000,29000,56009,56,9
83000,28000,56008,56,8
82000,28000,55008,55,8
81000,28000,54008,54,8
81000,27000,54007,54,7
81000,26000,54006,54,6
80000,25000,53005,53,5
80000,26000,53006,53,6
79000,25000,52005,52,5
78000,24000,51004,51,4
79000,24000,52004,52,4
81000,25000,54005,54,5
82000,25000,55005,55,5
80000,24000,53004,53,4
78000,23000,51003,51,3
77000,23000,50003,50,3
76000,23000,49003,49,3
77000,24000,50004,50,4
76000,24000,49004,49,4
76000,25000,49005,49,5
76000,26000,49006,49,6
75000,24000,48004,48,4
75000,23000,48003,48,3
74000,23000,47003,47,3
73000,23000,46003,46,3
73000,24000,46004,46,4
73000,25000,46005,46,5
74000,25000,47005,47,5
74000,26000,47006,47,6
73000,26000,46006,46,6
72000,26000,45006,45,6
72000,27000,45007,45,7
73000,27000,46007,46,7
74000,28000,47008,47,8
75000,28000,48008,48,8
76000,29000,49009,49,9
77000,30000,50010,50,10
78000,30000,51010,51,10
78000,31000,51011,51,11
79000,31000,52011,52,11
80000,31000,53011,53,11
81000,31000,54011,54,11
83000,32000,56012,56,12
83000,33000,56013,56,13
84000,33000,57013,57,13
85000,33000,58013,58,13
84000,34000,57014,57,14
85000,34000,58014,58,14
86000,34000,59014,59,14
86000,35000,59015,59,15
85000,35000,58015,58,15
86000,36000,59016,59,16
87000,36000,60016,60,16
88000,36000,61016,61,16
88000,37000,61017,61,17
87000,37000,60017,60,17
89000,37000,62017,62,17
90000,38000,63018,63,18
90000,39000,63019,63,19
91000,39000,64019,64,19
91000,40000,64020,64,20
92000,40000,65020,65,20
93000,40000,66020,66,20
93000,41000,66021,66,21
94000,41000,67021,67,21
92000,41000,65021,65,21
91000,41000,64021,64,21
90000,41000,63021,63,21
89000,40000,62020,62,20
88000,40000,61020,61,20
88000,39000,61019,61,19
87000,39000,60019,60,19
86000,39000,59019,59,19
86000,38000,59018,59,18
85000,38000,58018,58,18
84000,38000,57018,57,18
83000,37000,56017,56,17
82000,37000,55017,55,17
82000,36000,55016,55,16
81000,36000,54016,54,16
80000,36000,53016,53,16
80000,35000,53015,53,15
79000,35000,52015,52,15
78000,35000,51015,51,15
77000,35000,50015,50,15
77000,34000,50014,50,14
76000,34000,49014,49,14
75000,34000,48014,48,14
74000,34000,47014,47,14
74000,33000,47013,47,13
73000,33000,46013,46,13
72000,33000,45013,45,13
71000,33000,44013,44,13
72000,34000,45014,45,14
73000,34000,46014,46,14
74000,35000,47015,47,15
74000,36000,47016,47,16
75000,36000,48016,48,16
76000,36000,49016,49,16
76000,37000,49017,49,17
76000,38000,49018,49,18
77000,38000,50018,50,18
78000,38000,51018,51,18
78000,39000,51019,51,19
79000,39000,52019,52,19
80000,39000,53019,53,19
80000,40000,53020,53,20
81000,40000,54020,54,20
82000,41000,55021,55,21
83000,41000,56021,56,21
84000,42000,57022,57,22
85000,42000,58022,58,22
85000,43000,58023,58,23
86000,43000,59023,59,23
88000,43000,61023,61,23
88000,44000,61024,61,24
89000,44000,62024,62,24
90000,44000,63024,63,24
90000,45000,63025,63,25
91000,45000,64025,64,25
92000,45000,65025,65,25
94000,46000,67026,67,26
95000,46000,68026,68,26
95000,47000,68027,68,27
96000,47000,69027,69,27
97000,48000,70028,70,28
98000,48000,71028,71,28
99000,48000,72028,72,28
99000,49000,72029,72,29
1e+05,49000,73029,73,29
1e+05,50000,73030,73,30
99000,50000,72030,72,30
99000,51000,72031,72,31
99000,52000,72032,72,32
1e+05,52000,73032,73,32
1e+05,53000,73033,73,33
99000,53000,72033,72,33
99000,54000,72034,72,34
98000,53000,71033,71,33
98000,52000,71032,71,32
97000,52000,70032,70,32
96000,52000,69032,69,32
96000,53000,69033,69,33
95000,53000,68033,68,33
95000,54000,68034,68,34
94000,53000,67033,67,33
94000,54000,67034,67,34
94000,55000,67035,67,35
94000,56000,67036,67,36
93000,56000,66036,66,36
93000,55000,66035,66,35
92000,55000,65035,65,35
92000,54000,65034,65,34
93000,54000,66034,66,34
92000,53000,65033,65,33
93000,53000,66033,66,33
93000,52000,66032,66,32
92000,52000,65032,65,32
92000,51000,65031,65,31
91000,51000,64031,64,31
90000,52000,63032,63,32
90000,51000,63031,63,31
90000,50000,63030,63,30
89000,50000,62030,62,30
89000,49000,62029,62,29
88000,49000,61029,61,29
87000,49000,60029,60,29
87000,48000,60028,60,28
86000,48000,59028,59,28
85000,48000,58028,58,28
84000,48000,57028,57,28
84000,47000,57027,57,27
84000,49000,57029,57,29
83000,48000,56028,56,28
82000,48000,55028,55,28
81000,48000,54028,54,28
81000,49000,54029,54,29
80000,49000,53029,53,29
80000,50000,53030,53,30
80000,48000,53028,53,28
80000,47000,53027,53,27
79000,47000,52027,52,27
78000,47000,51027,51,27
77000,47000,50027,50,27
77000,46000,50026,50,26
76000,46000,49026,49,26
75000,46000,48026,48,26
74000,46000,47026,47,26
73000,46000,46026,46,26
72000,46000,45026,45,26
71000,46000,44026,44,26
70000,46000,43026,43,26
70000,45000,43025,43,25
69000,45000,42025,42,25
68000,46000,41026,41,26
67000,46000,40026,40,26
67000,45000,40025,40,25
67000,44000,40024,40,24
66000,44000,39024,39,24
65000,44000,38024,38,24
66000,43000,39023,39,23
66000,42000,39022,39,22
65000,42000,38022,38,22
65000,41000,38021,38,21
64000,42000,37022,37,22
63000,42000,36022,36,22
62000,41000,35021,35,21
61000,40000,34020,34,20
60000,40000,33020,33,20
60000,39000,33019,33,19
59000,39000,32019,32,19
58000,39000,31019,31,19
58000,40000,31020,31,20
59000,40000,32020,32,20
57000,39000,30019,30,19
57000,40000,30020,30,20
56000,40000,29020,29,20
55000,40000,28020,28,20
54000,40000,27020,27,20
53000,40000,26020,26,20
52000,40000,25020,25,20
51000,40000,24020,24,20
51000,39000,24019,24,19
50000,38000,23018,23,18
50000,39000,23019,23,19
51000,41000,24021,24,21
51000,42000,24022,24,22
51000,43000,24023,24,23
52000,43000,25023,25,23
52000,42000,25022,25,22
53000,42000,26022,26,22
54000,42000,27022,27,22
55000,42000,28022,28,22
55000,43000,28023,28,23
56000,42000,29022,29,22
56000,43000,29023,29,23
57000,43000,30023,30,23
57000,44000,30024,30,24
56000,44000,29024,29,24
57000,45000,30025,30,25
57000,46000,30026,30,26
56000,46000,29026,29,26
56000,47000,29027,29,27
55000,47000,28027,28,27
54000,47000,27027,27,27
54000,48000,27028,27,28
55000,48000,28028,28,28
56000,48000,29028,29,28
56000,49000,29029,29,29
57000,48000,30028,30,28
58000,48000,31028,31,28
59000,49000,32029,32,29
60000,48000,33028,33,28
61000,48000,34028,34,28
61000,49000,34029,34,29
62000,49000,35029,35,29
63000,49000,36029,36,29
63000,50000,36030,36,30
63000,51000,36031,36,31
64000,51000,37031,37,31
64000,52000,37032,37,32
65000,52000,38032,38,32
65000,53000,38033,38,33
64000,53000,37033,37,33
63000,53000,36033,36,33
63000,52000,36032,36,32
62000,52000,35032,35,32
62000,53000,35033,35,33
61000,53000,34033,34,33
61000,54000,34034,34,34
62000,54000,35034,35,34
63000,54000,36034,36,34
63000,55000,36035,36,35
64000,55000,37035,37,35
65000,55000,38035,38,35
66000,55000,39035,39,35
66000,56000,39036,39,36
67000,56000,40036,40,36
68000,57000,41037,41,37
69000,57000,42037,42,37
69000,58000,42038,42,38
70000,58000,43038,43,38
70000,57000,43037,43,37
69000,56000,42036,42,36
68000,55000,41035,41,35
69000,55000,42035,42,35
70000,56000,43036,43,36
71000,56000,44036,44,36
71000,57000,44037,44,37
72000,57000,45037,45,37
72000,58000,45038,45,38
71000,58000,44038,44,38
72000,59000,45039,45,39
73000,59000,46039,46,39
73000,58000,46038,46,38
74000,58000,47038,47,38
75000,58000,48038,48,38
76000,58000,49038,49,38
77000,58000,50038,50,38
76000,59000,49039,49,39
77000,59000,50039,50,39
75000,59000,48039,48,39
75000,60000,48040,48,40
74000,60000,47040,47,40
73000,60000,46040,46,40
74000,61000,47041,47,41
75000,61000,48041,48,41
76000,61000,49041,49,41
76000,62000,49042,49,42
77000,62000,50042,50,42
77000,63000,50043,50,43
78000,63000,51043,51,43
78000,64000,51044,51,44
79000,64000,52044,52,44
80000,64000,53044,53,44
80000,65000,53045,53,45
79000,65000,52045,52,45
80000,66000,53046,53,46
81000,66000,54046,54,46
82000,66000,55046,55,46
83000,66000,56046,56,46
84000,66000,57046,57,46
85000,66000,58046,58,46
85000,67000,58047,58,47
86000,67000,59047,59,47
87000,67000,60047,60,47
87000,68000,60048,60,48
88000,68000,61048,61,48
89000,69000,62049,62,49
90000,69000,63049,63,49
91000,70000,64050,64,50
92000,70000,65050,65,50
93000,71000,66051,66,51
94000,71000,67051,67,51
92000,71000,65051,65,51
90000,70000,63050,63,50
89000,70000,62050,62,50
88000,69000,61049,61,49
87000,69000,60049,60,49
87000,70000,60050,60,50
86000,70000,59050,59,50
86000,69000,59049,59,49
85000,69000,58049,58,49
84000,69000,57049,57,49
83000,68000,56048,56,48
80000,67000,53047,53,47
79000,67000,52047,52,47
78000,67000,51047,51,47
78000,66000,51046,51,46
77000,66000,50046,50,46
76000,66000,49046,49,46
75000,65000,48045,48,45
76000,65000,49045,49,45
75000,64000,48044,48,44
74000,65000,47045,47,45
73000,64000,46044,46,44
73000,63000,46043,46,43
72000,63000,45043,45,43
71000,63000,44043,44,43
71000,62000,44042,44,42
70000,62000,43042,43,42
71000,64000,44044,44,44
70000,63000,43043,43,43
70000,64000,43044,43,44
69000,64000,42044,42,44
69000,63000,42043,42,43
69000,65000,42045,42,45
68000,65000,41045,41,45
68000,66000,41046,41,46
68000,64000,41044,41,44
68000,63000,41043,41,43
67000,63000,40043,40,43
66000,62000,39042,39,42
65000,62000,38042,38,42
64000,62000,37042,37,42
64000,61000,37041,37,41
63000,61000,36041,36,41
62000,61000,35041,35,41
62000,60000,35040,35,40
61000,60000,34040,34,40
61000,59000,34039,34,39
60000,59000,33039,33,39
59000,59000,32039,32,39
59000,60000,32040,32,40
58000,59000,31039,31,39
57000,59000,30039,30,39
58000,58000,31038,31,38
57000,58000,30038,30,38
56000,58000,29038,29,38
55000,58000,28038,28,38
54000,58000,27038,27,38
54000,57000,27037,27,37
53000,57000,26037,26,37
53000,56000,26036,26,36
52000,56000,25036,25,36
52000,57000,25037,25,37
53000,58000,26038,26,38
52000,58000,25038,25,38
51000,58000,24038,24,38
51000,59000,24039,24,39
50000,59000,23039,23,39
50000,58000,23038,23,38
49000,59000,22039,22,39
48000,59000,21039,21,39
48000,60000,21040,21,40
47000,60000,20040,20,40
46000,60000,19040,19,40
46000,61000,19041,19,41
47000,61000,20041,20,41
48000,61000,21041,21,41
49000,61000,22041,22,41
49000,62000,22042,22,42
50000,63000,23043,23,43
49000,63000,22043,22,43
49000,64000,22044,22,44
49000,65000,22045,22,45
50000,65000,23045,23,45
50000,66000,23046,23,46
49000,66000,22046,22,46
48000,66000,21046,21,46
48000,67000,21047,21,47
48000,68000,21048,21,48
49000,68000,22048,22,48
49000,69000,22049,22,49
48000,69000,21049,21,49
47000,68000,20048,20,48
46000,68000,19048,19,48
45000,68000,18048,18,48
45000,67000,18047,18,47
44000,67000,17047,17,47
44000,66000,17046,17,46
43000,66000,16046,16,46
43000,65000,16045,16,45
43000,64000,16044,16,44
42000,63000,15043,15,43
42000,64000,15044,15,44
41000,63000,14043,14,43
40000,62000,13042,13,42
39000,62000,12042,12,42
38000,61000,11041,11,41
38000,62000,11042,11,42
37000,62000,10042,10,42
37000,63000,10043,10,43
38000,63000,11043,11,43
39000,63000,12043,12,43
39000,64000,12044,12,44
38000,64000,11044,11,44
39000,65000,12045,12,45
39000,66000,12046,12,46
39000,67000,12047,12,47
39000,68000,12048,12,48
38000,68000,11048,11,48
37000,68000,10048,10,48
36000,68000,9048,9,48
35000,68000,8048,8,48
34000,68000,7048,7,48
35000,69000,8049,8,49
35000,70000,8050,8,50
35000,71000,8051,8,51
35000,72000,8052,8,52
34000,72000,7052,7,52
35000,73000,8053,8,53
36000,72000,9052,9,52
36000,73000,9053,9,53
37000,72000,10052,10,52
38000,72000,11052,11,52
38000,73000,11053,11,53
39000,73000,12053,12,53
40000,73000,13053,13,53
40000,74000,13054,13,54
41000,74000,14054,14,54
41000,73000,14053,14,53
42000,74000,15054,15,54
42000,75000,15055,15,55
43000,75000,16055,16,55
44000,75000,17055,17,55
44000,74000,17054,17,54
45000,74000,18054,18,54
45000,75000,18055,18,55
44000,76000,17056,17,56
45000,76000,18056,18,56
44000,77000,17057,17,57
43000,77000,16057,16,57
43000,78000,16058,16,58
44000,78000,17058,17,58
45000,78000,18058,18,58
45000,79000,18059,18,59
46000,79000,19059,19,59
47000,79000,20059,20,59
47000,80000,20060,20,60
48000,80000,21060,21,60
48000,79000,21059,21,59
49000,80000,22060,22,60
49000,81000,22061,22,61
50000,81000,23061,23,61
48000,81000,21061,21,61
44000,79000,17059,17,59
43000,79000,16059,16,59
43000,80000,16060,16,60
42000,80000,15060,15,60
41000,80000,14060,14,60
40000,80000,13060,13,60
41000,81000,14061,14,61
42000,81000,15061,15,61
42000,82000,15062,15,62
43000,82000,16062,16,62
43000,81000,16061,16,61
44000,81000,17061,17,61
44000,82000,17062,17,62
44000,83000,17063,17,63
44000,84000,17064,17,64
45000,84000,18064,18,64
46000,84000,19064,19,64
47000,84000,20064,20,64
48000,84000,21064,21,64
48000,85000,21065,21,65
49000,85000,22065,22,65
49000,86000,22066,22,66
50000,86000,23066,23,66
51000,86000,24066,24,66
51000,87000,24067,24,67
52000,87000,25067,25,67
53000,88000,26068,26,68
54000,88000,27068,27,68
55000,88000,28068,28,68
55000,87000,28067,28,67
56000,88000,29068,29,68
57000,89000,30069,30,69
58000,89000,31069,31,69
59000,89000,32069,32,69
60000,89000,33069,33,69
61000,89000,34069,34,69
62000,90000,35070,35,70
63000,90000,36070,36,70
64000,90000,37070,37,70
64000,91000,37071,37,71
64000,92000,37072,37,72
64000,93000,37073,37,73
64000,94000,37074,37,74
65000,94000,38074,38,74
65000,93000,38073,38,73
65000,92000,38072,38,72
65000,91000,38071,38,71
66000,92000,39072,39,72
66000,93000,39073,39,73
67000,93000,40073,40,73
67000,92000,40072,40,72
68000,92000,41072,41,72
68000,93000,41073,41,73
67000,94000,40074,40,74
67000,95000,40075,40,75
68000,95000,41075,41,75
69000,95000,42075,42,75
69000,96000,42076,42,76
69000,97000,42077,42,77
69000,98000,42078,42,78
69000,99000,42079,42,79
69000,1e+05,42080,42,80
70000,1e+05,43080,43,80
70000,99000,43079,43,79
70000,98000,43078,43,78
70000,97000,43077,43,77
70000,96000,43076,43,76
71000,97000,44077,44,77
72000,97000,45077,45,77
73000,97000,46077,46,77
73000,98000,46078,46,78
74000,98000,47078,47,78
75000,98000,48078,48,78
75000,97000,48077,48,77
75000,99000,48079,48,79
76000,99000,49079,49,79
76000,98000,49078,49,78
77000,99000,50079,50,79
77000,98000,50078,50,78
78000,98000,51078,51,78
79000,98000,52078,52,78
76000,1e+05,49080,49,80
77000,1e+05,50080,50,80
77000,101000,50081,50,81
78000,101000,51081,51,81
79000,101000,52081,52,81
80000,101000,53081,53,81
79000,102000,52082,52,82
77000,102000,50082,50,82
76000,102000,49082,49,82
76000,101000,49081,49,81
75000,101000,48081,48,81
75000,102000,48082,48,82
74000,102000,47082,47,82
73000,102000,46082,46,82
72000,102000,45082,45,82
72000,101000,45081,45,81
71000,102000,44082,44,82
70000,101000,43081,43,81
69000,101000,42081,42,81
68000,101000,41081,41,81
67000,101000,40081,40,81
66000,101000,39081,39,81
66000,1e+05,39080,39,80
65000,1e+05,38080,38,80
64000,1e+05,37080,37,80
65000,99000,38079,38,79
66000,99000,39079,39,79
66000,98000,39078,39,78
67000,97000,40077,40,77
67000,96000,40076,40,76
66000,96000,39076,39,76
66000,97000,39077,39,77
65000,98000,38078,38,78
63000,1e+05,36080,36,80
62000,1e+05,35080,35,80
61000,1e+05,34080,34,80
60000,1e+05,33080,33,80
59000,1e+05,32080,32,80
58000,99000,31079,31,79
57000,99000,30079,30,79
56000,98000,29078,29,78
55000,99000,28079,28,79
55000,98000,28078,28,78
54000,98000,27078,27,78
54000,97000,27077,27,77
53000,97000,26077,26,77
53000,98000,26078,26,78
52000,98000,25078,25,78
51000,98000,24078,24,78
50000,97000,23077,23,77
49000,97000,22077,22,77
49000,98000,22078,22,78
48000,98000,21078,21,78
48000,99000,21079,21,79
48000,1e+05,21080,21,80
49000,1e+05,22080,22,80
47000,1e+05,20080,20,80
47000,98000,20078,20,78
46000,98000,19078,19,78
45000,98000,18078,18,78
45000,99000,18079,18,79
44000,1e+05,17080,17,80
43000,1e+05,16080,16,80
43000,101000,16081,16,81
42000,1e+05,15080,15,80
41000,1e+05,14080,14,80
41000,99000,14079,14,79
42000,99000,15079,15,79
43000,99000,16079,16,79
44000,99000,17079,17,79
44000,98000,17078,17,78
43000,98000,16078,16,78
43000,97000,16077,16,77
42000,97000,15077,15,77
42000,98000,15078,15,78
41000,98000,14078,14,78
40000,98000,13078,13,78
40000,99000,13079,13,79
39000,99000,12079,12,79
38000,1e+05,11080,11,80
37000,1e+05,10080,10,80
37000,99000,10079,10,79
37000,98000,10078,10,78
38000,98000,11078,11,78
38000,97000,11077,11,77
39000,97000,12077,12,77
37000,97000,10077,10,77
36000,97000,9077,9,77
35000,97000,8077,8,77
34000,97000,7077,7,77
34000,96000,7076,7,76
33000,96000,6076,6,76
32000,96000,5076,5,76
31000,96000,4076,4,76
31000,97000,4077,4,77
31000,98000,4078,4,78
31000,99000,4079,4,79
31000,1e+05,4080,4,80
31000,101000,4081,4,81
31000,102000,4082,4,82
31000,103000,4083,4,83
31000,104000,4084,4,84
32000,104000,5084,5,84
32000,105000,5085,5,85
33000,105000,6085,6,85
31000,105000,4085,4,85
31000,106000,4086,4,86
32000,106000,5086,5,86
32000,107000,5087,5,87
33000,107000,6087,6,87
34000,108000,7088,7,88
35000,108000,8088,8,88
35000,107000,8087,8,87
34000,107000,7087,7,87
34000,106000,7086,7,86
35000,106000,8086,8,86
35000,105000,8085,8,85
36000,105000,9085,9,85
37000,105000,10085,10,85
37000,104000,10084,10,84
38000,105000,11085,11,85
38000,106000,11086,11,86
37000,106000,10086,10,86
37000,107000,10087,10,87
37000,108000,10088,10,88
38000,108000,11088,11,88
38000,109000,11089,11,89
37000,109000,10089,10,89
37000,110000,10090,10,90
38000,110000,11090,11,90
38000,111000,11091,11,91
39000,111000,12091,12,91
39000,112000,12092,12,92
40000,112000,13092,13,92
40000,111000,13091,13,91
41000,111000,14091,14,91
41000,112000,14092,14,92
42000,112000,15092,15,92
42000,113000,15093,15,93
43000,113000,16093,16,93
43000,114000,16094,16,94
44000,114000,17094,17,94
45000,114000,18094,18,94
45000,115000,18095,18,95
46000,115000,19095,19,95
46000,116000,19096,19,96
47000,116000,20096,20,96
48000,116000,21096,21,96
48000,115000,21095,21,95
49000,115000,22095,22,95
49000,116000,22096,22,96
49000,117000,22097,22,97
50000,117000,23097,23,97
51000,117000,24097,24,97
52000,117000,25097,25,97
52000,116000,25096,25,96
52000,115000,25095,25,95
52000,114000,25094,25,94
53000,114000,26094,26,94
52000,113000,25093,25,93
52000,112000,25092,25,92
51000,112000,24092,24,92
51000,111000,24091,24,91
51000,110000,24090,24,90
52000,111000,25091,25,91
53000,111000,26091,26,91
54000,111000,27091,27,91
54000,112000,27092,27,92
53000,112000,26092,26,92
56000,112000,29092,29,92
57000,112000,30092,30,92
58000,113000,31093,31,93
59000,114000,32094,32,94
60000,115000,33095,33,95
61000,116000,34096,34,96
61000,117000,34097,34,97
60000,118000,33098,33,98
60000,119000,33099,33,99
59000,119000,32099,32,99
61000,119000,34099,34,99
61000,118000,34098,34,98
62000,118000,35098,35,98
62000,119000,35099,35,99
62000,120000,35100,35,100
63000,119000,36099,36,99
62000,117000,35097,35,97
62000,116000,35096,35,96
61000,115000,34095,34,95
61000,114000,34094,34,94
62000,114000,35094,35,94
62000,113000,35093,35,93
63000,113000,36093,36,93
63000,112000,36092,36,92
64000,112000,37092,37,92
65000,112000,38092,38,92
65000,111000,38091,38,91
66000,110000,39090,39,90
67000,110000,40090,40,90
68000,110000,41090,41,90
69000,110000,42090,42,90
70000,110000,43090,43,90
72000,110000,45090,45,90
72000,111000,45091,45,91
73000,111000,46091,46,91
73000,112000,46092,46,92
74000,113000,47093,47,93
75000,113000,48093,48,93
76000,113000,49093,49,93
74000,112000,47092,47,92
75000,112000,48092,48,92
75000,111000,48091,48,91
76000,111000,49091,49,91
76000,112000,49092,49,92
77000,112000,50092,50,92
78000,112000,51092,51,92
79000,112000,52092,52,92
79000,111000,52091,52,91
80000,112000,53092,53,92
81000,112000,54092,54,92
81000,113000,54093,54,93
80000,113000,53093,53,93
80000,114000,53094,53,94
79000,114000,52094,52,94
78000,115000,51095,51,95
78000,114000,51094,51,94
77000,114000,50094,50,94
76000,114000,49094,49,94
75000,114000,48094,48,94
75000,115000,48095,48,95
74000,115000,47095,47,95
73000,115000,46095,46,95
72000,115000,45095,45,95
72000,116000,45096,45,96
71000,116000,44096,44,96
71000,117000,44097,44,97
71000,118000,44098,44,98
72000,118000,45098,45,98
72000,117000,45097,45,97
73000,116000,46096,46,96
73000,117000,46097,46,97
74000,117000,47097,47,97
75000,117000,48097,48,97
