east,north,ID,idx_east,idx_north
75000,118000,48098,48,98
74000,118000,47098,47,98
73000,118000,46098,46,98
73000,119000,46099,46,99
74000,119000,47099,47,99
75000,119000,48099,48,99
75000,120000,48100,48,100
74000,120000,47100,47,100
74000,122000,47102,47,102
74000,124000,47104,47,104
75000,126000,48106,48,106
75000,127000,48107,48,107
74000,128000,47108,47,108
73000,128000,46108,46,108
72000,128000,45108,45,108
71000,128000,44108,44,108
70000,128000,43108,43,108
69000,128000,42108,42,108
69000,129000,42109,42,109
68000,129000,41109,41,109
67000,129000,40109,40,109
67000,130000,40110,40,110
67000,131000,40111,40,111
68000,131000,41111,41,111
68000,132000,41112,41,112
69000,132000,42112,42,112
70000,132000,43112,43,112
71000,132000,44112,44,112
72000,132000,45112,45,112
73000,132000,46112,46,112
74000,132000,47112,47,112
75000,132000,48112,48,112
75000,133000,48113,48,113
76000,133000,49113,49,113
77000,133000,50113,50,113
77000,134000,50114,50,114
78000,134000,51114,51,114
79000,134000,52114,52,114
80000,135000,53115,53,115
81000,135000,54115,54,115
81000,136000,54116,54,116
82000,136000,55116,55,116
82000,137000,55117,55,117
83000,137000,56117,56,117
83000,138000,56118,56,118
84000,137000,57117,57,117
84000,138000,57118,57,118
85000,138000,58118,58,118
86000,138000,59118,59,118
86000,137000,59117,59,117
87000,137000,60117,60,117
88000,137000,61117,61,117
88000,136000,61116,61,116
89000,136000,62116,62,116
88000,138000,61118,61,118
87000,138000,60118,60,118
85000,139000,58119,58,119
85000,140000,58120,58,120
85000,141000,58121,58,121
86000,141000,59121,59,121
85000,142000,58122,58,122
86000,142000,59122,59,122
86000,143000,59123,59,123
85000,143000,58123,58,123
86000,144000,59124,59,124
85000,144000,58124,58,124
86000,145000,59125,59,125
87000,146000,60126,60,126
87000,147000,60127,60,127
88000,147000,61127,61,127
88000,148000,61128,61,128
89000,148000,62128,62,128
90000,148000,63128,63,128
91000,148000,64128,64,128
92000,148000,65128,65,128
93000,148000,66128,66,128
93000,147000,66127,66,127
94000,147000,67127,67,127
95000,147000,68127,68,127
96000,147000,69127,69,127
96000,148000,69128,69,128
97000,147000,70127,70,127
98000,147000,71127,71,127
99000,146000,72126,72,126
1e+05,146000,73126,73,126
99000,147000,72127,72,127
1e+05,147000,73127,73,127
1e+05,148000,73128,73,128
101000,148000,74128,74,128
102000,148000,75128,75,128
102000,149000,75129,75,129
103000,149000,76129,76,129
103000,148000,76128,76,128
104000,148000,77128,77,128
105000,148000,78128,78,128
106000,149000,79129,79,129
107000,149000,80129,80,129
107000,148000,80128,80,128
106000,147000,79127,79,127
107000,147000,80127,80,127
108000,147000,81127,81,127
109000,147000,82127,82,127
110000,147000,83127,83,127
111000,147000,84127,84,127
112000,147000,85127,85,127
113000,147000,86127,86,127
113000,148000,86128,86,128
114000,148000,87128,87,128
115000,148000,88128,88,128
115000,149000,88129,88,129
116000,149000,89129,89,129
117000,149000,90129,90,129
117000,150000,90130,90,130
118000,150000,91130,91,130
119000,150000,92130,92,130
120000,150000,93130,93,130
121000,150000,94130,94,130
121000,151000,94131,94,131
122000,151000,95131,95,131
123000,152000,96132,96,132
124000,152000,97132,97,132
125000,151000,98131,98,131
125000,152000,98132,98,132
126000,152000,99132,99,132
126000,151000,99131,99,131
127000,151000,100131,100,131
127000,150000,100130,100,130
126000,150000,99130,99,130
128000,150000,101130,101,130
128000,152000,101132,101,132
129000,153000,102133,102,133
129000,152000,102132,102,132
130000,153000,103133,103,133
130000,152000,103132,103,132
131000,152000,104132,104,132
132000,152000,105132,105,132
131000,153000,104133,104,133
132000,153000,105133,105,133
133000,152000,106132,106,132
133000,153000,106133,106,133
132000,154000,105134,105,134
132000,155000,105135,105,135
133000,155000,106135,106,135
134000,156000,107136,107,136
133000,156000,106136,106,136
134000,157000,107137,107,137
135000,157000,108137,108,137
135000,156000,108136,108,136
136000,156000,109136,109,136
137000,156000,110136,110,136
138000,157000,111137,111,137
138000,156000,111136,111,136
139000,156000,112136,112,136
139000,157000,112137,112,137
140000,157000,113137,113,137
140000,158000,113138,113,138
141000,157000,114137,114,137
141000,158000,114138,114,138
142000,158000,115138,115,138
143000,158000,116138,116,138
144000,157000,117137,117,137
145000,156000,118136,118,136
146000,156000,119136,119,136
145000,157000,118137,118,137
146000,157000,119137,119,137
147000,157000,120137,120,137
148000,158000,121138,121,138
149000,158000,122138,122,138
150000,158000,123138,123,138
151000,158000,124138,124,138
151000,157000,124137,124,137
151000,156000,124136,124,136
152000,156000,125136,125,136
152000,155000,125135,125,135
153000,156000,126136,126,136
154000,156000,127136,127,136
155000,156000,128136,128,136
156000,156000,129136,129,136
157000,157000,130137,130,137
156000,157000,129137,129,137
152000,157000,125137,125,137
152000,158000,125138,125,138
147000,159000,120139,120,139
146000,159000,119139,119,139
146000,158000,119138,119,138
145000,159000,118139,118,139
145000,160000,118140,118,140
144000,160000,117140,117,140
144000,159000,117139,117,139
143000,159000,116139,116,139
143000,160000,116140,116,140
142000,160000,115140,115,140
142000,159000,115139,115,139
141000,160000,114140,114,140
141000,161000,114141,114,141
140000,160000,113140,113,140
140000,161000,113141,113,141
139000,160000,112140,112,140
138000,160000,111140,111,140
138000,159000,111139,111,139
137000,160000,110140,110,140
137000,159000,110139,110,139
136000,159000,109139,109,139
136000,160000,109140,109,140
135000,160000,108140,108,140
135000,159000,108139,108,139
134000,159000,107139,107,139
134000,160000,107140,107,140
134000,161000,107141,107,141
135000,161000,108141,108,141
136000,161000,109141,109,141
136000,162000,109142,109,142
137000,163000,110143,110,143
136000,163000,109143,109,143
136000,164000,109144,109,144
137000,164000,110144,110,144
137000,165000,110145,110,145
136000,165000,109145,109,145
136000,166000,109146,109,146
135000,166000,108146,108,146
135000,167000,108147,108,147
136000,167000,109147,109,147
137000,167000,110147,110,147
137000,168000,110148,110,148
137000,169000,110149,110,149
137000,170000,110150,110,150
138000,170000,111150,111,150
136000,169000,109149,109,149
135000,170000,108150,108,150
135000,171000,108151,108,151
135000,172000,108152,108,152
135000,173000,108153,108,153
135000,174000,108154,108,154
135000,169000,108149,108,149
134000,169000,107149,107,149
133000,169000,106149,106,149
133000,168000,106148,106,148
132000,168000,105148,105,148
131000,168000,104148,104,148
130000,168000,103148,103,148
130000,167000,103147,103,147
129000,166000,102146,102,146
128000,166000,101146,101,146
128000,165000,101145,101,145
129000,165000,102145,102,145
129000,164000,102144,102,144
130000,164000,103144,103,144
130000,163000,103143,103,143
129000,162000,102142,102,142
129000,161000,102141,102,141
128000,161000,101141,101,141
128000,160000,101140,101,140
127000,160000,100140,100,140
127000,159000,100139,100,139
126000,159000,99139,99,139
127000,158000,100138,100,138
126000,158000,99138,99,138
125000,158000,98138,98,138
125000,157000,98137,98,137
125000,156000,98136,98,136
124000,156000,97136,97,136
124000,155000,97135,97,135
123000,155000,96135,96,135
123000,154000,96134,96,134
122000,154000,95134,95,134
122000,153000,95133,95,133
121000,153000,94133,94,133
121000,152000,94132,94,132
120000,152000,93132,93,132
119000,152000,92132,92,132
118000,152000,91132,91,132
117000,152000,90132,90,132
116000,152000,89132,89,132
115000,152000,88132,88,132
115000,153000,88133,88,133
114000,152000,87132,87,132
114000,151000,87131,87,131
114000,150000,87130,87,130
113000,150000,86130,86,130
112000,149000,85129,85,129
111000,149000,84129,84,129
110000,149000,83129,83,129
109000,150000,82130,82,130
109000,151000,82131,82,131
110000,151000,83131,83,131
110000,152000,83132,83,132
111000,152000,84132,84,132
112000,153000,85133,85,133
113000,153000,86133,86,133
113000,154000,86134,86,134
114000,154000,87134,87,134
113000,155000,86135,86,135
112000,154000,85134,85,134
112000,155000,85135,85,135
111000,154000,84134,84,134
110000,153000,83133,83,133
109000,153000,82133,82,133
108000,153000,81133,81,133
108000,152000,81132,81,132
107000,152000,80132,80,132
106000,152000,79132,79,132
106000,151000,79131,79,131
105000,151000,78131,78,131
104000,151000,77131,77,131
103000,151000,76131,76,131
102000,151000,75131,75,131
102000,152000,75132,75,132
101000,152000,74132,74,132
1e+05,152000,73132,73,132
99000,152000,72132,72,132
99000,153000,72133,72,133
98000,153000,71133,71,133
98000,154000,71134,71,134
99000,154000,72134,72,134
97000,154000,70134,70,134
96000,154000,69134,69,134
96000,155000,69135,69,135
95000,155000,68135,68,135
95000,156000,68136,68,136
95000,157000,68137,68,137
95000,158000,68138,68,138
94000,158000,67138,67,138
93000,158000,66138,66,138
92000,158000,65138,65,138
91000,158000,64138,64,138
90000,158000,63138,63,138
92000,157000,65137,65,137
93000,157000,66137,66,137
94000,156000,67136,67,136
94000,155000,67135,67,135
94000,154000,67134,67,134
93000,154000,66134,66,134
92000,154000,65134,65,134
91000,153000,64133,64,133
92000,153000,65133,65,133
90000,152000,63132,63,132
90000,153000,63133,63,133
89000,153000,62133,62,133
88000,153000,61133,61,133
88000,152000,61132,61,132
87000,152000,60132,60,132
86000,152000,59132,59,132
85000,152000,58132,58,132
84000,152000,57132,57,132
84000,151000,57131,57,131
84000,150000,57130,57,130
84000,149000,57129,57,129
84000,148000,57128,57,128
83000,148000,56128,56,128
83000,149000,56129,56,129
82000,149000,55129,55,129
81000,149000,54129,54,129
81000,148000,54128,54,128
80000,148000,53128,53,128
79000,148000,52128,52,128
79000,147000,52127,52,127
78000,148000,51128,51,128
78000,147000,51127,51,127
77000,147000,50127,50,127
76000,147000,49127,49,127
75000,148000,48128,48,128
75000,147000,48127,48,127
73000,148000,46128,46,128
73000,147000,46127,46,127
72000,146000,45126,45,126
71000,146000,44126,44,126
70000,146000,43126,43,126
69000,146000,42126,42,126
68000,146000,41126,41,126
68000,147000,41127,41,127
69000,147000,42127,42,127
70000,148000,43128,43,128
70000,149000,43129,43,129
71000,149000,44129,44,129
72000,149000,45129,45,129
73000,149000,46129,46,129
72000,150000,45130,45,130
73000,150000,46130,46,130
74000,150000,47130,47,130
75000,150000,48130,48,130
75000,151000,48131,48,131
76000,151000,49131,49,131
77000,151000,50131,50,131
77000,152000,50132,50,132
77000,153000,50133,50,133
78000,153000,51133,51,133
78000,154000,51134,51,134
79000,154000,52134,52,134
79000,155000,52135,52,135
80000,155000,53135,53,135
81000,155000,54135,54,135
81000,156000,54136,54,136
82000,156000,55136,55,136
83000,156000,56136,56,136
83000,157000,56137,56,137
84000,157000,57137,57,137
84000,158000,57138,57,138
85000,158000,58138,58,138
85000,159000,58139,58,139
86000,159000,59139,59,139
86000,160000,59140,59,140
87000,160000,60140,60,140
88000,160000,61140,61,140
88000,159000,61139,61,139
88000,161000,61141,61,141
87000,161000,60141,60,141
88000,162000,61142,61,142
88000,163000,61143,61,143
89000,163000,62143,62,143
90000,163000,63143,63,143
90000,164000,63144,63,144
89000,164000,62144,62,144
89000,165000,62145,62,145
90000,165000,63145,63,145
91000,165000,64145,64,145
91000,166000,64146,64,146
91000,167000,64147,64,147
92000,167000,65147,65,147
93000,167000,66147,66,147
94000,167000,67147,67,147
95000,167000,68147,68,147
96000,166000,69146,69,146
96000,165000,69145,69,145
97000,165000,70145,70,145
97000,166000,70146,70,146
96000,167000,69147,69,147
97000,167000,70147,70,147
98000,167000,71147,71,147
99000,168000,72148,72,148
99000,169000,72149,72,149
98000,169000,71149,71,149
98000,170000,71150,71,150
99000,170000,72150,72,150
1e+05,170000,73150,73,150
1e+05,171000,73151,73,151
99000,171000,72151,72,151
99000,172000,72152,72,152
99000,173000,72153,72,153
99000,174000,72154,72,154
1e+05,174000,73154,73,154
101000,174000,74154,74,154
101000,175000,74155,74,155
102000,175000,75155,75,155
102000,176000,75156,75,156
101000,176000,74156,74,156
103000,176000,76156,76,156
103000,177000,76157,76,157
103000,178000,76158,76,158
102000,178000,75158,75,158
102000,179000,75159,75,159
103000,179000,76159,76,159
103000,180000,76160,76,160
104000,180000,77160,77,160
103000,181000,76161,76,161
103000,182000,76162,76,162
104000,182000,77162,77,162
104000,183000,77163,77,163
105000,183000,78163,78,163
106000,183000,79163,79,163
106000,184000,79164,79,164
107000,184000,80164,80,164
107000,185000,80165,80,165
108000,185000,81165,81,165
108000,186000,81166,81,166
109000,186000,82166,82,166
109000,187000,82167,82,167
108000,188000,81168,81,168
108000,189000,81169,81,169
109000,189000,82169,82,169
109000,188000,82168,82,168
110000,188000,83168,83,168
110000,189000,83169,83,169
107000,188000,80168,80,168
106000,188000,79168,79,168
106000,187000,79167,79,167
105000,187000,78167,78,167
104000,187000,77167,77,167
104000,188000,77168,77,168
103000,188000,76168,76,168
102000,188000,75168,75,168
101000,188000,74168,74,168
101000,187000,74167,74,167
1e+05,187000,73167,73,167
1e+05,188000,73168,73,168
1e+05,189000,73169,73,169
101000,189000,74169,74,169
102000,190000,75170,75,170
103000,191000,76171,76,171
103000,192000,76172,76,172
104000,192000,77172,77,172
104000,193000,77173,77,173
103000,193000,76173,76,173
104000,194000,77174,77,174
105000,195000,78175,78,175
106000,196000,79176,79,176
105000,196000,78176,78,176
105000,197000,78177,78,177
106000,198000,79178,79,178
106000,199000,79179,79,179
107000,199000,80179,80,179
107000,2e+05,80180,80,180
108000,2e+05,81180,81,180
108000,201000,81181,81,181
108000,202000,81182,81,182
108000,203000,81183,81,183
109000,203000,82183,82,183
110000,204000,83184,83,184
111000,204000,84184,84,184
111000,205000,84185,84,185
112000,205000,85185,85,185
112000,206000,85186,85,186
112000,207000,85187,85,187
113000,207000,86187,86,187
113000,208000,86188,86,188
113000,209000,86189,86,189
113000,210000,86190,86,190
114000,211000,87191,87,191
115000,212000,88192,88,192
116000,211000,89191,89,191
117000,211000,90191,90,191
118000,210000,91190,91,190
119000,210000,92190,92,190
120000,210000,93190,93,190
120000,209000,93189,93,189
121000,209000,94189,94,189
121000,208000,94188,94,188
122000,208000,95188,95,188
122000,207000,95187,95,187
123000,208000,96188,96,188
124000,208000,97188,97,188
124000,209000,97189,97,189
125000,210000,98190,98,190
126000,210000,99190,99,190
127000,210000,100190,100,190
127000,209000,100189,100,189
128000,209000,101189,101,189
128000,208000,101188,101,188
128000,210000,101190,101,190
127000,211000,100191,100,191
126000,211000,99191,99,191
125000,211000,98191,98,191
124000,211000,97191,97,191
125000,212000,98192,98,192
126000,212000,99192,99,192
127000,212000,100192,100,192
128000,212000,101192,101,192
129000,212000,102192,102,192
130000,212000,103192,103,192
130000,211000,103191,103,191
131000,211000,104191,104,191
131000,210000,104190,104,190
132000,210000,105190,105,190
132000,211000,105191,105,191
133000,211000,106191,106,191
133000,210000,106190,106,190
133000,212000,106192,106,192
132000,212000,105192,105,192
131000,212000,104192,104,192
130000,213000,103193,103,193
129000,213000,102193,102,193
127000,213000,100193,100,193
128000,213000,101193,101,193
131000,213000,104193,104,193
132000,213000,105193,105,193
133000,213000,106193,106,193
134000,213000,107193,107,193
134000,214000,107194,107,194
135000,214000,108194,108,194
135000,213000,108193,108,193
134000,212000,107192,107,192
135000,212000,108192,108,192
136000,212000,109192,109,192
136000,211000,109191,109,191
137000,211000,110191,110,191
137000,210000,110190,110,190
138000,210000,111190,111,190
137000,212000,110192,110,192
137000,213000,110193,110,193
136000,213000,109193,109,193
136000,214000,109194,109,194
136000,215000,109195,109,195
137000,215000,110195,110,195
136000,216000,109196,109,196
137000,216000,110196,110,196
137000,217000,110197,110,197
138000,217000,111197,111,197
139000,217000,112197,112,197
139000,218000,112198,112,198
140000,217000,113197,113,197
141000,218000,114198,114,198
140000,218000,113198,113,198
139000,219000,112199,112,199
140000,219000,113199,113,199
141000,220000,114200,114,200
140000,220000,113200,113,200
138000,219000,111199,111,199
138000,218000,111198,111,198
137000,218000,110198,110,198
136000,218000,109198,109,198
135000,218000,108198,108,198
134000,218000,107198,107,198
133000,218000,106198,106,198
134000,217000,107197,107,197
135000,217000,108197,108,197
132000,218000,105198,105,198
134000,219000,107199,107,199
133000,219000,106199,106,199
133000,220000,106200,106,200
134000,220000,107200,107,200
135000,220000,108200,108,200
135000,221000,108201,108,201
136000,221000,109201,109,201
136000,220000,109200,109,200
137000,221000,110201,110,201
134000,221000,107201,107,201
135000,222000,108202,108,202
134000,222000,107202,107,202
134000,223000,107203,107,203
135000,223000,108203,108,203
136000,223000,109203,109,203
137000,223000,110203,110,203
137000,224000,110204,110,204
138000,224000,111204,111,204
137000,225000,110205,110,205
136000,225000,109205,109,205
136000,224000,109204,109,204
135000,224000,108204,108,204
134000,224000,107204,107,204
133000,224000,106204,106,204
132000,224000,105204,105,204
131000,224000,104204,104,204
130000,224000,103204,103,204
130000,225000,103205,103,205
131000,225000,104205,104,205
129000,224000,102204,102,204
128000,224000,101204,101,204
128000,223000,101203,101,203
127000,223000,100203,100,203
126000,223000,99203,99,203
125000,223000,98203,98,203
124000,223000,97203,97,203
125000,222000,98202,98,202
124000,222000,97202,97,202
123000,222000,96202,96,202
122000,222000,95202,95,202
121000,222000,94202,94,202
120000,222000,93202,93,202
119000,222000,92202,92,202
118000,222000,91202,91,202
117000,222000,90202,90,202
116000,222000,89202,89,202
115000,222000,88202,88,202
114000,222000,87202,87,202
113000,222000,86202,86,202
112000,222000,85202,85,202
112000,221000,85201,85,201
111000,221000,84201,84,201
110000,221000,83201,83,201
109000,222000,82202,82,202
108000,222000,81202,81,202
108000,221000,81201,81,201
107000,221000,80201,80,201
106000,221000,79201,79,201
105000,221000,78201,78,201
104000,221000,77201,77,201
103000,221000,76201,76,201
102000,221000,75201,75,201
102000,220000,75200,75,200
101000,220000,74200,74,200
1e+05,220000,73200,73,200
99000,220000,72200,72,200
98000,220000,71200,71,200
97000,220000,70200,70,200
97000,221000,70201,70,201
96000,221000,69201,69,201
96000,222000,69202,69,202
96000,223000,69203,69,203
96000,224000,69204,69,204
95000,223000,68203,68,203
95000,224000,68204,68,204
95000,225000,68205,68,205
96000,225000,69205,69,205
96000,226000,69206,69,206
97000,226000,70206,70,206
96000,227000,69207,69,207
95000,227000,68207,68,207
95000,226000,68206,68,206
94000,226000,67206,67,206
94000,225000,67205,67,205
94000,224000,67204,67,204
94000,223000,67203,67,203
94000,222000,67202,67,202
94000,221000,67201,67,201
93000,221000,66201,66,201
93000,222000,66202,66,202
92000,222000,65202,65,202
92000,221000,65201,65,201
91000,222000,64202,64,202
91000,223000,64203,64,203
91000,224000,64204,64,204
91000,225000,64205,64,205
92000,225000,65205,65,205
92000,226000,65206,65,206
93000,226000,66206,66,206
93000,227000,66207,66,207
93000,228000,66208,66,208
92000,228000,65208,65,208
92000,229000,65209,65,209
92000,230000,65210,65,210
91000,230000,64210,64,210
91000,231000,64211,64,211
91000,232000,64212,64,212
92000,232000,65212,65,212
93000,232000,66212,66,212
94000,232000,67212,67,212
94000,231000,67211,67,211
94000,230000,67210,67,210
95000,232000,68212,68,212
95000,233000,68213,68,213
95000,234000,68214,68,214
95000,231000,68211,68,211
96000,231000,69211,69,211
96000,230000,69210,69,210
96000,232000,69212,69,212
96000,233000,69213,69,213
96000,234000,69214,69,214
94000,234000,67214,67,214
94000,235000,67215,67,215
93000,235000,66215,66,215
93000,236000,66216,66,216
93000,237000,66217,66,217
94000,237000,67217,67,217
95000,237000,68217,68,217
96000,237000,69217,69,217
96000,238000,69218,69,218
95000,238000,68218,68,218
94000,238000,67218,67,218
93000,238000,66218,66,218
92000,238000,65218,65,218
92000,237000,65217,65,217
92000,236000,65216,65,216
93000,234000,66214,66,214
92000,234000,65214,65,214
93000,233000,66213,66,213
90000,232000,63212,63,212
90000,233000,63213,63,213
89000,233000,62213,62,213
89000,234000,62214,62,214
90000,234000,63214,63,214
91000,233000,64213,64,213
91000,234000,64214,64,214
90000,235000,63215,63,215
91000,235000,64215,64,215
91000,236000,64216,64,216
91000,237000,64217,64,217
91000,238000,64218,64,218
90000,237000,63217,63,217
90000,238000,63218,63,218
90000,239000,63219,63,219
89000,238000,62218,62,218
89000,239000,62219,62,219
89000,237000,62217,62,217
89000,236000,62216,62,216
88000,236000,61216,61,216
87000,236000,60216,60,216
87000,237000,60217,60,217
87000,235000,60215,60,215
86000,235000,59215,59,215
85000,235000,58215,58,215
86000,234000,59214,59,214
86000,233000,59213,59,213
85000,233000,58213,58,213
85000,232000,58212,58,212
84000,232000,57212,57,212
84000,231000,57211,57,211
84000,230000,57210,57,210
84000,229000,57209,57,209
83000,230000,56210,56,210
83000,229000,56209,56,209
82000,229000,55209,55,209
82000,230000,55210,55,210
81000,229000,54209,54,209
81000,228000,54208,54,208
80000,229000,53209,53,209
80000,230000,53210,53,210
79000,230000,52210,52,210
79000,231000,52211,52,211
78000,231000,51211,51,211
78000,230000,51210,51,210
77000,230000,50210,50,210
77000,231000,50211,50,211
77000,232000,50212,50,212
76000,231000,49211,49,211
76000,232000,49212,49,212
75000,232000,48212,48,212
75000,231000,48211,48,211
75000,230000,48210,48,210
74000,230000,47210,47,210
74000,231000,47211,47,211
73000,231000,46211,46,211
73000,232000,46212,46,212
73000,233000,46213,46,213
74000,233000,47213,47,213
74000,234000,47214,47,214
75000,234000,48214,48,214
75000,235000,48215,48,215
74000,235000,47215,47,215
73000,235000,46215,46,215
74000,236000,47216,47,216
74000,237000,47217,47,217
75000,237000,48217,48,217
75000,236000,48216,48,216
76000,237000,49217,49,217
77000,237000,50217,50,217
77000,238000,50218,50,218
78000,238000,51218,51,218
78000,237000,51217,51,217
79000,238000,52218,52,218
79000,239000,52219,52,219
80000,239000,53219,53,219
81000,239000,54219,54,219
80000,240000,53220,53,220
80000,241000,53221,53,221
81000,241000,54221,54,221
79000,241000,52221,52,221
79000,240000,52220,52,220
78000,241000,51221,51,221
79000,242000,52222,52,222
80000,242000,53222,53,222
78000,242000,51222,51,222
77000,241000,50221,50,221
77000,240000,50220,50,220
76000,240000,49220,49,220
76000,239000,49219,49,219
75000,239000,48219,48,219
74000,239000,47219,47,219
75000,240000,48220,48,220
74000,240000,47220,47,220
74000,241000,47221,47,221
74000,242000,47222,47,222
75000,242000,48222,48,222
76000,242000,49222,49,222
77000,242000,50222,50,222
77000,243000,50223,50,223
76000,243000,49223,49,223
78000,243000,51223,51,223
77000,244000,50224,50,224
76000,244000,49224,49,224
75000,244000,48224,48,224
75000,243000,48223,48,223
74000,243000,47223,47,223
73000,243000,46223,46,223
73000,242000,46222,46,222
72000,242000,45222,45,222
72000,241000,45221,45,221
72000,240000,45220,45,220
72000,239000,45219,45,219
72000,238000,45218,45,218
71000,238000,44218,44,218
70000,238000,43218,43,218
69000,238000,42218,42,218
69000,237000,42217,42,217
70000,237000,43217,43,217
68000,237000,41217,41,217
68000,238000,41218,41,218
67000,238000,40218,40,218
66000,238000,39218,39,218
65000,239000,38219,38,219
64000,239000,37219,37,219
64000,240000,37220,37,220
64000,241000,37221,37,221
64000,242000,37222,37,222
63000,242000,36222,36,222
62000,242000,35222,35,222
62000,243000,35223,35,223
61000,242000,34222,34,222
61000,241000,34221,34,221
60000,242000,33222,33,222
60000,241000,33221,33,221
59000,241000,32221,32,221
59000,242000,32222,32,222
58000,241000,31221,31,221
58000,242000,31222,31,222
57000,242000,30222,30,222
57000,243000,30223,30,223
56000,242000,29222,29,222
55000,242000,28222,28,222
55000,241000,28221,28,221
54000,242000,27222,27,222
55000,243000,28223,28,223
56000,244000,29224,29,224
56000,245000,29225,29,225
57000,245000,30225,30,225
57000,246000,30226,30,226
58000,246000,31226,31,226
58000,247000,31227,31,227
59000,246000,32226,32,226
60000,246000,33226,33,226
60000,245000,33225,33,225
61000,245000,34225,34,225
61000,244000,34224,34,224
61000,246000,34226,34,226
62000,245000,35225,35,225
63000,245000,36225,36,225
63000,246000,36226,36,226
63000,247000,36227,36,227
64000,247000,37227,37,227
64000,248000,37228,37,228
62000,248000,35228,35,228
63000,248000,36228,36,228
61000,248000,34228,34,228
62000,249000,35229,35,229
61000,249000,34229,34,229
60000,249000,33229,33,229
60000,250000,33230,33,230
61000,250000,34230,34,230
62000,250000,35230,35,230
63000,250000,36230,36,230
63000,249000,36229,36,229
64000,249000,37229,37,229
65000,248000,38228,38,228
66000,248000,39228,39,228
66000,249000,39229,39,229
65000,249000,38229,38,229
64000,250000,37230,37,230
65000,250000,38230,38,230
63000,251000,36231,36,231
62000,251000,35231,35,231
61000,251000,34231,34,231
60000,251000,33231,33,231
60000,252000,33232,33,232
59000,252000,32232,32,232
59000,253000,32233,32,233
58000,253000,31233,31,233
58000,252000,31232,31,232
60000,253000,33233,33,233
59000,254000,32234,32,234
58000,254000,31234,31,234
60000,254000,33234,33,234
61000,253000,34233,34,233
62000,253000,35233,35,233
62000,252000,35232,35,232
63000,252000,36232,36,232
64000,252000,37232,37,232
64000,253000,37233,37,233
63000,253000,36233,36,233
61000,254000,34234,34,234
58000,255000,31235,31,235
57000,255000,30235,30,235
57000,256000,30236,30,236
56000,256000,29236,29,236
55000,256000,28236,28,236
55000,257000,28237,28,237
54000,257000,27237,27,237
55000,258000,28238,28,238
56000,259000,29239,29,239
56000,258000,29238,29,238
57000,258000,30238,30,238
57000,259000,30239,30,239
58000,259000,31239,31,239
58000,258000,31238,31,238
59000,258000,32238,32,238
60000,258000,33238,33,238
61000,258000,34238,34,238
60000,259000,33239,33,239
59000,259000,32239,32,239
59000,260000,32240,32,240
60000,260000,33240,33,240
61000,260000,34240,34,240
62000,260000,35240,35,240
63000,260000,36240,36,240
63000,259000,36239,36,239
64000,259000,37239,37,239
65000,259000,38239,38,239
66000,259000,39239,39,239
66000,258000,39238,39,238
66000,257000,39237,39,237
67000,257000,40237,40,237
67000,256000,40236,40,236
68000,257000,41237,41,237
68000,258000,41238,41,238
69000,257000,42237,42,237
70000,257000,43237,43,237
70000,258000,43238,43,238
69000,258000,42238,42,238
67000,258000,40238,40,238
68000,259000,41239,41,239
69000,259000,42239,42,239
70000,259000,43239,43,239
68000,260000,41240,41,240
67000,260000,40240,40,240
66000,260000,39240,39,240
65000,260000,38240,38,240
65000,261000,38241,38,241
65000,262000,38242,38,242
64000,262000,37242,37,242
64000,263000,37243,37,243
64000,264000,37244,37,244
65000,264000,38244,38,244
65000,263000,38243,38,243
66000,263000,39243,39,243
66000,264000,39244,39,244
67000,264000,40244,40,244
68000,264000,41244,41,244
68000,263000,41243,41,243
69000,263000,42243,42,243
70000,263000,43243,43,243
70000,262000,43242,43,242
71000,263000,44243,44,243
71000,262000,44242,44,242
72000,262000,45242,45,242
73000,262000,46242,46,242
73000,263000,46243,46,243
74000,263000,47243,47,243
74000,264000,47244,47,244
75000,264000,48244,48,244
76000,264000,49244,49,244
77000,264000,50244,50,244
77000,263000,50243,50,243
76000,265000,49245,49,245
75000,265000,48245,48,245
78000,264000,51244,51,244
78000,263000,51243,51,243
79000,263000,52243,52,243
80000,263000,53243,53,243
80000,262000,53242,53,242
81000,262000,54242,54,242
82000,262000,55242,55,242
83000,262000,56242,56,242
84000,262000,57242,57,242
85000,262000,58242,58,242
86000,262000,59242,59,242
87000,262000,60242,60,242
88000,262000,61242,61,242
88000,263000,61243,61,243
89000,263000,62243,62,243
89000,264000,62244,62,244
87000,263000,60243,60,243
86000,263000,59243,59,243
85000,263000,58243,58,243
84000,263000,57243,57,243
83000,263000,56243,56,243
81000,263000,54243,54,243
80000,264000,53244,53,244
79000,264000,52244,52,244
78000,265000,51245,51,245
77000,265000,50245,50,245
76000,266000,49246,49,246
75000,266000,48246,48,246
75000,267000,48247,48,247
75000,268000,48248,48,248
74000,268000,47248,47,248
73000,268000,46248,46,248
73000,269000,46249,46,249
73000,270000,46250,46,250
73000,271000,46251,46,251
74000,271000,47251,47,251
73000,272000,46252,46,252
73000,273000,46253,46,253
73000,274000,46254,46,254
73000,275000,46255,46,255
74000,275000,47255,47,255
74000,276000,47256,47,256
74000,277000,47257,47,257
74000,278000,47258,47,258
74000,279000,47259,47,259
74000,280000,47260,47,260
74000,281000,47261,47,261
75000,281000,48261,48,261
76000,281000,49261,49,261
77000,281000,50261,50,261
78000,281000,51261,51,261
79000,281000,52261,52,261
